GeoNetwork,ID GeoNetwork,GeoServer,ID GeoServer
Zone d'aléa du PPRT de De Sangosse en Deux-Sèvres,fr-120066022-jdd-ea313d16-2f60-4710-ae62-ab64abaff4f8,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
Terrains de camping en Charente-Maritime,fr-120066022-ldd-d367f5d2-dff8-4a07-b3ec-696d3d47cd2e,IGN BD TOPO - Terrains de sport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e52
Aquitaine : Zone Humide d'Importance Internationale (RAMSAR),fr-120066022-jdd-612c2e14-2937-44bc-af4b-2edc7fe8e0d9,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Zone réglementée du PPRT de Rhodia en Deux-Sèvres,fr-120066022-jdd-13b06f4c-6395-452f-9d35-3107e1be2357,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
CRALPC - Aquitaine : VélOdysée Royan-Hendaye,1040b709-c27b-4ed5-b936-fc372344ce84,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Zone d'aléa du PPRT de Rhodia en Deux-Sèvres,fr-120066022-jdd-faad9054-c5de-496a-b36a-fec5f4414f26,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
BXM - Ouvrage d’art de voirie sur La Cub,2f6af224-7919-4f3d-89d6-32c9f25a0f2f,Commune de Mézin - Voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-385b
Aquitaine : Schéma des carrières - Carte géologique homogénéisée,fr-120066022-jdd-63b3096d-a73a-469e-9f52-fb11e1d5d0c5,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Aquitaine : Schéma des carrières (SDC),fr-120066022-ldd-462fbbbb-4b34-428d-8b5f-7152171eef1e,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Zone réglementée du PPRT d'Explosifs Sèvres Atlantique en Deux-Sèvres,fr-120066022-jdd-923b0adf-2b95-450f-b429-49d196373e97,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
Aquitaine : Estimation de l'enveloppe des crues sur l'Adour,fr-120066022-jdd-2ce752a2-a8fd-4803-8cdb-11819ee0179d,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Matrice cadastrale (Fichiers MAJIC) / bâti,75d737f2-e5d6-f784-8d58-481725c1598f,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
Aquitaine : Schéma des carrières - Carte géologique des ressources,fr-120066022-jdd-697d4a6a-68f7-4759-9591-4f74d7c48e85,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 1968 (d'après photographies aériennes de 1968),E2_PDF_1968,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Nouvelle-Aquitaine : Lacs et étangs,fr-120066022-jdd-c49da5ab-9a8e-4d48-bf72-6409d8f1ba6d,SMBV des Lacs du Born - Lagunes,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-cb4
Zone de montagne au titre de la loi du 9 janvier 1985 en Corrèze,fr-120066022-jdd-a059f951-cdbf-48b9-b06e-3a649aa495bf,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
Aquitaine : Collectivités disposant d'un Agenda 21,fr-120066022-jdd-a103bf2b-dcce-43e9-abae-c7b386fe514a,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
CRALPC - Aquitaine : Schéma Régional véloroutes et voies vertes 2014-2024,a8df2697-09a9-483f-947e-439e5eaade1d,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Limite amont des altérites situées sur la côte rocheuse aquitaine (points),E2_Alterite_limite_amont_points,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Relevés bathymétriques de lacs en Adour Garonne,471e4139-f2c2-416e-8956-9ae7ddaa63c3,SMBV des Lacs du Born - Lagunes,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-cb4
Levé GPS du pied de falaise de la côte rocheuse aquitaine réalisé en 2016,cb49836f-53aa-4a49-8f49-5140ef36651a,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 1954 (d'après photographies aériennes de 1954),E2_PDF_1954,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Levé GPS des profils de plage de la côte rocheuse aquitaine réalisé en 2016,7b50c9a5-07bf-4f33-bb52-11d1ff368b7d,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Faciès lithologiques de la côte rocheuse aquitaine (d'après Razin, 1989),E2_Facies,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 1982 (d'après photographies aériennes de 1982),E2_PDF_1982,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Limite amont des altérites situées sur la côte rocheuse aquitaine (lignes),E2_Alterite_limite_amont_lignes,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
CA_PERIGOURDINE - Communauté d'Agglomération Périgourdine (WMS),3fd8d19d-2c7f-4df4-8136-93cf3088f1e8,CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8
Position du pied de falaise de la côte rocheuse aquitaine en 1829 (d'après cartes anciennes du SHOM),E2_PDF_1829,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Levés de la base des altérites observées sur le littoral de la côte rocheuse aquitaine,E2_Alterite_leves_terrain,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 1938 (d'après photographies aériennes de 1938),E2_PDF_1938,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie des discontinuités structurales présentes sur la côte rocheuse aquitaine d'après la carte géologique de Razin (1989),E2_Carto_Structurale,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie de la limite dune/forêt de la dune du Pilat réalisée à partir de l'orthophotographie de 2005,a3e2a6b4-9294-4c1e-9503-a74391014fec,GPMB - Limite Transversale de la mer,FeatureTypeInfoImpl-231d93e3:141a274342b:39cd
Dépressions fermées de la côte rocheuse aquitaine,79c94243-cc3f-47b7-a3a2-fbe33a5edab2,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1968 (d'après orthophotographies de 1968),E2_SDF_1968,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1977 (d'après orthophographies de 1977),E2_SDF_1977,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Limite du toit de la roche saine de la côte rocheuse aquitaine,E2_Toit_roche_saine,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1954 (d'après orthophographies de 1954),E2_SDF_1954,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1992 (d'après orthophotographies de 1992 et 1993),E2_SDF_1992_1993,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie de l'épaisseur des altérites des flyschs de la côte rocheuse aquitaine,E2_Epaisseur_Alterites,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Alluvions récentes de la côte rocheuse aquitaine,E2_Alluvions,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1996 (d'après les orthophotographies de 1996),E2_SDF_1996,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Découpage de la côte aquitaine en fonction des 11 classes de plages définies par la classification de Le Nindre et al. (2001),E1_Plages,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Levé GPS de repères fixes sur la côte rocheuse aquitaine réalisé en 2016,30f4a590-1f58-49ef-9c9a-4182828382e4,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 2007 (d'après photographies aériennes de 2007),E2_PDF_2007,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie des couches géologiques du Plio-Quaternaire sur une partie de la côte rocheuse aquitaine,E2_Plio_Quat,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 1938 (d'après orthophotographies de 1938),E2_SDF_1938,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Dunes situées sur la côte rocheuse aquitaine,E0_Dunes_mer,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie des couches stratigraphiques de la côte rocheuse aquitaine d'après la carte géologique de Razin (1989),E2_Stratigraphie_Razin,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Sommet des falaises de la côte rocheuse aquitaine en 2006 (d'après orthophotographies de 2006),E2_SDF_2006,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Cartographie des formations pliocène et miocène de la côte rocheuse aquitaine à partir de la carte géologique harmonisée à 1/50000,E2_mio_plio,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Position du pied de falaise de la côte rocheuse aquitaine en 1992 (d'après photographies aériennes de 1992),E2_PDF_1992,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Morphologie de la côte rocheuse aquitaine,E2_Typologie,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
Levé GPS du sommet des falaise des côte rocheuse aquitaine réalisé en 2016,1ec81670-f2a7-49cc-bcb0-17a9b06c6dd7,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
CCM - Communauté de Communes de Montesquieu (WMS),31df8842-8a02-4fc3-970b-3436ffb073a7,CC Montesquieu - Zones d'activités,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1e
Limite des 300 mètres de la laisse de basse mer pour la France métropolitaine,9,GPMB - Limite Transversale de la mer,FeatureTypeInfoImpl-231d93e3:141a274342b:39cd
Etat des crépidules dans le Bassin d’Arcachon,73f0e0ac-8dbe-4a27-8f82-cfd6fe79d816,Vue aérienne Couleur de 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4df3
PREF_33 - Agglomération bordelaise : Plan de Protection de l'Atmosphère,ee8ec064-90ab-4cf4-ae1d-db5ce4ef4157,DREAL-TRI-Ouvrages de protection,FeatureTypeInfoImpl--68c7c94:14d4813db0b:-2b0d
DDTM40 - Rapport de présentation de l'atlas relatif au risque incendie de forêt dans les Landes,93bed39c-c2ae-4f18-a729-1c2004ed47c2,DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a
Impact du creusement de la nouvelle souille de la Dispute sur les peuplements benthiques,c7b7cdc1-cd0c-47c3-8fc7-4fd7f78f6ee9,CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d
CRALPC - Communautés Urbaines et Communautés d'Agglomération de l’Aquitaine au 1er Janvier 2014 de l'Aquitaine,1f09ac3b-6edb-4a73-b9cb-65af6a03e701,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
DDTM40 - Landes : Rapport de présentation de l'atlas relatif au risque incendie de forêt,e7227346-e971-4e93-9d76-b965dde07eb9,DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a
Restriction de circulation sur la voirie locale en Corrèze,fr-120066022-jdd-fe331d42-7c7f-415f-bdc3-de14bf94b7ed,DREAL - Vitesse de circulation 2015,FeatureTypeInfoImpl-69be8d:14ebabec22e:-7114
Servitudes liées aux plans de prévention des risques technologiques (PM3) en Charente.,fr-120066022-jdd-b7758e7a-33dd-43e3-abcc-ca9ede939081,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
Restrictions de circulation routière en Corrèze,fr-120066022-ldd-1ddf95eb-69fb-4cde-b31d-3984e63bbc1e,DREAL - Vitesse de circulation 2015,FeatureTypeInfoImpl-69be8d:14ebabec22e:-7114
Îlots culturaux du Registre Parcellaire Graphique 2014 non anonymisé en Corrèze,fr-120066022-jdd-218e2a2e-dad8-46d2-ba60-1111022b0446,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
Plans de déplacements urbains (PDU) et plans globaux de déplacements (PGD) en Charente-Maritime.,fr-120066022-ldd-c1ee2bf3-c10c-424f-a2d8-1abfb99ed801,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
Plans de déplacements urbains (PDU) en Charente-Maritime.,fr-120066022-jdd-10224528-dfd7-401a-a1b0-afa43dc32051,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
PIGMA - Plan Local d’Urbanisme de Holtzwihr,fr-000068143-plu20130124,PIGMA - Terrain de sport - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-4bed
Plans globaux de déplacements (PGD) en Charente-Maritime.,fr-120066022-jdd-7ab26b2a-4e7b-4d8f-bf32-9065361e3f3a,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
Îlots culturaux du Registre Parcellaire Graphique 2014 anonymes de Corrèze,fr-120066022-jdd-142ea928-cc61-4fe8-b971-91f19de1fa95,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
PLAN CADASTRAL INFORMATISE VECTEUR EDIGEO Octobre 2013,53fc9a79-6e17-e0c4-c5e5-f3b6b0378090,CR Aquitaine - PAYS - Septembre 2013,FeatureTypeInfoImpl-19088863:140f35c1596:-650f
IMA - Littoral basque : Benthos,47d07603-2108-4d65-9410-387367f79b0a,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
DDTM40 - Landes : Aire géographique d'une indication géographique protégée de type autre que le vin,2ec56031-9b2b-429a-9e98-c68132bb5af6,DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a
ALPC : Installations Classées pour la Protection de l'Environnement (ICPE),fr-120066022-ldd-5cb2452c-d389-462c-9b0b-78975c30fe26,DREAL-TRI-Ouvrages de protection,FeatureTypeInfoImpl--68c7c94:14d4813db0b:-2b0d
AAC grenelle Adour Garonne,f27252c0-47dc-11df-a1a8-001517506978,CR Aqutaine - Zones pose Garonne - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae7b6672d:32c7
Levé GPS du sommet de dune en face du bâtiment ""Le Signal"" à Soulac-sur-mer (Gironde) réalisé en 2013,861b72af-188f-482b-8022-0f3d086ad5b4,CR Aquitaine - PAYS - Septembre 2013,FeatureTypeInfoImpl-19088863:140f35c1596:-650f
Levé GPS du pied de falaise de la plage de Pavillon Royal réalisé le 27 novembre 2014,3bb2bde8-c377-4c5f-87eb-f68ce30b8802,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
Position de la tête de la falaise de la Chambre d'Amour (secteur ACBA) à l'horizon 2043 - Hypothèse : maintien des ouvrages de protection,46d94bfb-101b-4b89-9145-fddcefc0377c,DREAL-TRI-Ouvrages de protection,FeatureTypeInfoImpl--68c7c94:14d4813db0b:-2b0d
Position de la tête de la falaise de la Chambre d'Amour (secteur ACBA) à l'horizon 2023 - Hypothèse : maintien des ouvrages de protection,81bc4479-5c84-4df4-99e4-8dca540c676d,DREAL-TRI-Ouvrages de protection,FeatureTypeInfoImpl--68c7c94:14d4813db0b:-2b0d
Cartographie GPS de la dune du Pilat réalisée en 2013,b613a496-3041-4f27-a060-0a09d1de66b5,CR Aquitaine - PAYS - Septembre 2013,FeatureTypeInfoImpl-19088863:140f35c1596:-650f
Levé GPS du sommet de dune en face du bâtiment ""Le Signal"" à Soulac-sur-mer (Gironde) réalisé en 2014,a7843d72-9063-4ec5-bc58-147f0c5058d7,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
Cartographie GPS de la dune du Pilat réalisée en 2014,56b0377e-5256-4afa-91dd-d993aaee6b71,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
GEOLANDES - Syndicat Mixte Géolandes (WMS),a8c0a693-c8fd-4ea2-aed1-9dd7436fff68,SM Geolandes - Campings des landes,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7dd0
DDTM40 - DDTM 40 - Direction Départementale des Territoires des Landes (WMS externe),063825eb-6fc4-4f42-baf9-406c5cdaf8fb,DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a
PIGMA - GEOPORTAIL AQUITAIN DE L'URBANISME (WMS),8b265ab1-cc65-471f-aad1-352d24f6d2b1,PIGMA - Terrain de sport - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-4bed
FDP33 - Fédération de Pêche de la Gironde (WMS),8043fcc2-cc02-4b7c-bee9-c061eea67516,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
ATD24 - Test PMAUDUIT #368,decd0987-c63a-4709-831d-25669c98a96b,Aquitaine - Prescription linéaire test,FeatureTypeInfoImpl-6e0d6d8:154f204990f:-46df
SMEGREG - BRGM - Les sciences de la terre,295a0a28-622e-4cbc-9f2f-4ec09ea4b84c,SMEGREG - Risque de salinisation de l’estuaire,FeatureTypeInfoImpl-538fbc38:14cb2ea5724:-c3b
SMEGREG - - Lotissement rue des hutiers,4baa77d2-f25a-4b5c-bc43-cb5728b6d40a,SMEGREG - Risque de salinisation de l’estuaire,FeatureTypeInfoImpl-538fbc38:14cb2ea5724:-c3b
Submersion Xynthia - Surfaces inondees à partir de temoignages,f19404d9-8809-43a9-8253-909975852cd7,IGN BD TOPO -  Surfaces routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e28
Suivi de la mégafaune des herbiers à grande zostère,f4fbc8dc-fa9b-4902-b6fa-960155794620,GIP LITTORAL - OCS grande échelle 2000,FeatureTypeInfoImpl--31e593a4:138fecfaf42:-7263
NAFU - ALPC (Indicateurs statistiques cartographiés) : Artificialisation et constructions,04e9ddc7-50fa-4c61-9a38-42e3c7f7654d,IGN BD TOPO - Constructions légères,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e54
CD33 - Occupation du Sol Girondin,e7958eae-020a-461d-abfb-d0017d4dd5a8,CG 33 - Atelier pistes cyclables,FeatureTypeInfoImpl--2ac53333:14960b7f7e2:4146
CA33 - Gironde: Bonne Condititions Agricoles Environnementales (BCAE),18664cae-2488-40cf-8eb5-357093d74e6a,Chambre agriculture 33 - Marchés de producteurs,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:175a
Matrice cadastrale (Fichiers MAJIC) / voies et lieux-dit (fantoir),4a46274e-a9b7-42f4-4d31-12cde3d2ba97,CDC Penne d'Agenais - Voies,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16b7
Surfaces de halage et marchepied liées aux servitudes de la catégorie EL3 (Halage et marchepied) en Corrèze,fr-120066022-jdd-7dc32b1b-80de-4bd2-9c97-f52227fbafbd,IGN BD TOPO -  Surfaces routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e28
Bassin Adour-Garonne : Unités Hydrographiques de Référence (UHR),fr-120066022-jdd-4c35ede6-e4c3-4559-a9a8-88af59ccabe9,DREAL - Réseau de référence (RREF),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d00
BXM - Réservoirs des eaux industrielles sur le territoire de Bordeaux Métropole.,3d636bff-e25f-41d9-9969-773d728644e7,SDIS 64 - PAI Gestion des eaux,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:28d9
Unités Hydrographiques de Référence - UHR,b8303da0-03b7-11dc-bdfd-001676d071d9,DREAL - Réseau de référence (RREF),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d00
Données de rejet des industriels,762c267b-8419-4f33-9179-6e4b4b7e61ba,CG47 - Points de rejet des tations d'épuration,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a05
Etude et données pour la mise à jour de l’état des lieux du SDAGE du bassin Adour-Garonne - Phase pression impact des eaux superficielles,f6f1eac2-ceb3-4f75-854a-f30e3c57e7fd,SDIS 64 - PAI Gestion des eaux,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:28d9
BXM - Traits de rattachement des noms de voies pour des tracés au 1/10000,48246d8a-223a-4905-98fd-d7c36a56efe5,CDC Penne d'Agenais - Voies,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16b7
BDCarthage / Laisse des plus hautes eaux,80d43e00-2e0c-11db-b342-00508bb83273,IGN BD TOPO - Tronçon laisse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e66
BDCarthage / Laisse des plus basses eaux,ce3b91d0-2e0b-11db-b342-00508bb83273,IGN BD TOPO - Tronçon laisse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e66
SMEGREG - SHF -  La Houille Blanche,bba37535-2468-44d6-af25-d2860e160016,SMEGREG - Risque de salinisation de l’estuaire,FeatureTypeInfoImpl-538fbc38:14cb2ea5724:-c3b
GPMB1 - Grand Port Maritime de Bordeaux : Appontements de l'estuaire de la Gironde.,88d806d7-54cd-48cb-9fff-7dff282ed52d,PNRLG - Ferme du Grand Lartigue,FeatureTypeInfoImpl--4257e7f7:1529dc778d0:1d4
Bibliographie_UMR EPOC_Bassin d'Arcachon,ffec081b-75c7-479f-a2ae-2025cf6e1309,Vue aérienne Couleur de 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4df3
TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc,Géocodage brut des foyers de la COBAN,FeatureTypeInfoImpl-3e62bdca:1516209d235:-42d2
INTERBOIS - Dordogne: Espaces forestiers,b2e6f8cf-2e3b-428c-bc7a-e73ce785cf9d,SDIS 64 - PAI Espaces naturels,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:2d71
IMA - Côte Basque : Récifs sous-marins,e1bc08a4-d78a-432e-8630-14c0e6aa2760,CDC Sud Pays Basque - Circuit VTT,FeatureTypeInfoImpl-66c2438:1379db69c9e:-638b
SMGP - Grand Pau : Liste et adresse des intercommunalités constituant,6e0672a9-8f47-4246-859a-537457ad12ed,IGN BDAdresse - Points Adresse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d9a
GPMB1 - Grand Port Maritime de Bordeaux : Marégraphes,3ca4253b-b272-4f37-a3e6-2d250ef3c479,PNRLG - Ferme du Grand Lartigue,FeatureTypeInfoImpl--4257e7f7:1529dc778d0:1d4
GPMB1 - Grand Port Maritime de Bordeaux : Circonscription,9dffba5a-9020-4803-9cfa-47a36cf8d887,PNRLG - Ferme du Grand Lartigue,FeatureTypeInfoImpl--4257e7f7:1529dc778d0:1d4
GPMB1 - Grand Port Maritime de Bordeaux : Bollards ou bittes d'amarrages.,6fdddade-30e9-41f7-8bb4-62ebbe121150,PNRLG - Ferme du Grand Lartigue,FeatureTypeInfoImpl--4257e7f7:1529dc778d0:1d4
Lignes d'isocote du plan de prévention inondation (PPRI) de la Vienne sur Châtellerault dans la Vienne,fr-120066022-jdd-029ceaf0-c342-4cfd-b2f4-bef7b53596bb,CG 64 - Plan local de randonnée,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e93
Espaces rermarquables - loi littoral - spatialisation en Charente-Maritime.,fr-120066022-jdd-5444b1c5-8bf0-441a-918d-3ddbf1b72986,SDIS 64 - PAI Espaces naturels,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:2d71
Lignes d'isocotes du plan de prévention inondation (PPRI) de la Vienne médiane, section Chauvigny - Cenon-sur-Vienne,fr-120066022-jdd-dc5d4c25-bc73-43cb-be89-8fd64727bba1,CG 64 - Plan local de randonnée,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e93
Lignes d'isocote du plan de prévention inondation (PPRI) de la vallée du Clain,fr-120066022-jdd-c615d766-4e85-49af-b624-1db54d5aede3,CG 64 - Plan local de randonnée,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e93
Nouvelle-Aquitaine partiel : Réserve Naturelle Régionale (RNR) - Actes de classement (sans géométrie),fr-120066022-jdd-95d33535-4a8c-420d-a0e2-b0b2d13ce9dd,RFF - Classement Sonore en Aquitaine,FeatureTypeInfoImpl--60870653:141bbafd8c4:-539d
Espaces proches du rivage - loi littoral - spatialisation en Charente-Maritime.,fr-120066022-jdd-90e02958-8cdd-45e8-a9ac-90e7dc26e182,SDIS 64 - PAI Espaces naturels,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:2d71
Autres espaces littoraux - loi littoral - spatialisation en Charente-Maritime.,fr-120066022-jdd-c4802884-e3bf-45a6-9396-2411d07df155,SDIS 64 - PAI Espaces naturels,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:2d71
