GeoNetwork,ID GeoNetwork,BSD,ID BSD
GEOLANDES - Landes : campings,035714c2-6569-4589-a8f2-07a819ddb27c,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
GPMB1 - Grand Port Maritime de Bordeaux : Marégraphes,3ca4253b-b272-4f37-a3e6-2d250ef3c479,ITINERAIRE GRAND GIBIER,88
CHASSE33 - Gironde : passage des sangliers,1e55f30a-7924-4c12-a6f3-4c5a302b78db,PASSAGE A GUE,107
CHASSE33 - Gironde : passage des chevreuils,584f7752-c909-4e67-9b01-f4ffb8fecf9f,PASSAGE A GUE,107
GNUM - Gironde : Backbone Gironde Numérique,d4e0812e-5a03-46a7-8411-afa0247fc4d2,BACKBONE (RESEAU INFORMATIQUE LONGUE DISTANCE DE PLUS HAUT DEBIT),383
DRAAF_GIPATGERI - Aquitaine: Carte de synthèse des ilots de  déposés/réalisés à l’observatoire,919a1d5e-bc05-4687-8394-6ce3857d5ae3,CARTE LINEAMENTAIRE,28
CNHJ - Aquitaine : Huissiers et cabinets d'huissiers,09d8a7a8-f680-45bc-9159-508b433111e3,MNT PAS 25M : AQUITAINE,4
EPOC - Du Cap Ferret à Biscarrosse : Système barres/baïnes - FORMOSAT 2,bf2437a4-2f04-47b6-a163-2404d6c612b0,ZNIEFF 2,81
CA_COTE_BASQUE_ADOUR - Communauté d’Agglomération Côte Basque Adour : Orthophotographie 2011,2a99da55-8df6-4d54-8045-97f5f07966b2,ORTHOPHOTOGRAPHIE LITTORALE (2000),78
CRALPC - Dordogne : Occupation des sols, CLC 2000,45132773-f0f4-422b-abc4-533931e96b77,STATION INDICE FORET METEO : DORDOGNE,19
BORDEAUX - Commune de Bordeaux : Défibrillateurs,b274c255-96f5-4d6f-9125-6cd2c794c0b9,COMMUNE,176
GPMB1 - Grand Port Maritime de Bordeaux : Circonscription,9dffba5a-9020-4803-9cfa-47a36cf8d887,ITINERAIRE GRAND GIBIER,88
NAFU - Indicateurs statistiques de consommation d’espaces,90417d67-8454-4ae3-b55e-6c9cb61cedec,SUIVI NAFU DES ESPACES N, A ET F,3466
INSEE - Données carroyées sur la population à 200 m - 2010,a5d8fd69-8ac1-45cb-a644-161bb75ae8f7,POPULATION,325
IFN - Lot-et-Garonne : Modèle Numérique de Terrain (MNT),2292aa83-2b69-4a5d-a856-42bf25e8ee5e,DONNEES IFN,87
GPMB1 - Grand Port Maritime de Bordeaux : Limite transversale de la mer,3732c306-2cbf-4d46-8172-abea43c7e53a,ITINERAIRE GRAND GIBIER,88
IFN - Pyrénées-Atlantiques : Courbes de Niveaux,eca33d21-ba3d-41dd-9334-bc30fa2e4005,COURBE NIVEAUX,3
CRA - L’Aquitaine au sein de l’Europe,cb26eb82-5aaf-4feb-bd40-12df695db85e,AQUITAINE AU SEIN DE L'EUROPE,2124
DDCSPP - Lot-et-Garonne : élevages porcins,4190ac2b-e975-4e32-a465-4c412b1a3c73,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LOT-ET-GARONNE,3393
DRAAF2 - Nouvelle-Aquitaine : Maisons familiales et rurales (MFR),45e6da8f-7805-4a3c-a554-2c7c7512a9b2,MAISONS DEPARTEMENTALES DE SOLIDARITE ET D'INSERTION,1330
SMEAG1 - Contours de la Garonne : Digues,3d1839ef-2efd-41af-a16e-1781e72beaed,DIGUES,44
SMEAG1 - Contours de la Garonne : Sites expérimentaux SMEAG,a458c102-afd2-4169-9c76-57fe755284c3,GRANDS SITES INDUSTRIELS,63
SMEAG1 - Contours de la Garonne : Falaises,cd6c77f6-67d0-49a7-bf99-0ad8d04d190e,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
SMEAG1 - Contours de la Garonne : Seuils,971f4761-49f7-4c8d-8137-45c6c30c28c2,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
IFN - Lot-et-Garonne : Fichiers d'Estompages,b123f7a9-b704-4c4d-927b-8e662af7ffb8,DONNEES IFN,87
SMEAG1 - Contours de la Garonne : Plantations d'arbres,7c11f38a-b64b-4a6e-9e7b-8aff2041180c,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
RECTORAT - Aquitaine : Etablissements du premier degré (publics et privés),257a6dee-1f23-4de0-9fac-f54dd8a08189,MNT PAS 25M : AQUITAINE,4
AURBA3 - Gironde : ROUTE 500,2522cfd2-7514-4f81-8136-95066c89995f,ETALAB : REI 2009 - GIRONDE,3455
CRALPC - Pyrénées-Atlantiques : Occupation des sols, CLC 1990,604ac464-cfa1-45f3-b241-756572289f0d,OCCUPATION SOL SAGE MEDOCAIN,69
CD33 - Gironde : ENS (Espaces Naturels Sensibles),c3a4e673-207e-4ee9-9845-2e14b7ffff9b,ESPACES NATURELS SENSIBLES (ENS),226
TIGF - Aquitaine : Canalisations,8ebac02f-0803-4afe-9b8b-0cbabf389afc,MNT PAS 25M : AQUITAINE,4
CRALPC - Lot-et-Garonne : Occupation des sols, CLC 1990,c80c78b8-f5f7-452a-8ed9-15adb9da3777,OCCUPATION SOL SAGE MEDOCAIN,69
RFF - Aquitaine et Poitou-Charentes : Réseau ferré (en service),13754872-309c-4133-96a1-2b21aa2e2bf4,MNT PAS 25M : AQUITAINE,4
NAFU - ALPC (Indicateurs statistiques cartographiés) : Agriculture – Indicateurs SAU, cultures,16f960d0-f6db-4ff7-aff4-96994df174fb,AGRICULTURE BIO,369
IFN - Pyrénées-Atlantiques : BD Parcellaire® - Version 1.1,077a466e-af24-4ab0-9a6f-27b199317a19,FILAIRE BD ADRESSE COMPLETE,1
GPMB1 - Grand Port Maritime de Bordeaux : Bollards ou bittes d'amarrages.,6fdddade-30e9-41f7-8bb4-62ebbe121150,ITINERAIRE GRAND GIBIER,88
IFN - Landes : Modèle Numérique de Terrain (MNT),26d1d4e8-a81b-4d04-93a5-bf80c23dc8df,DONNEES IFN,87
OEC - Aquitaine : Experts-Comptables,731cc09c-c1d5-4ad6-ade6-83390f6133fe,MNT PAS 25M : AQUITAINE,4
DREAL2 - Aquitaine : Territoires à Risques Importants d'inondation (TRI),f9ad5baa-7743-4cb0-b85a-c53357f2a495,MNT PAS 25M : AQUITAINE,4
CD33 - Gironde: Evaluation et adaptation de la politique forestière départementale,3c262178-4441-42dc-bd75-88a8166f7abb,EVALUATION QUALITE AIR : SAUVETERRE-LA-LEMANCE,969
CD33 - Espaces, Sites et Itinéraires (ESI) relatifs aux sports de nature,2b3e7678-b167-4e86-8c8f-a1c95303e3fd,GRANDS SITES INDUSTRIELS,63
CD33 - Occupation du Sol Girondin,e7958eae-020a-461d-abfb-d0017d4dd5a8,OCCUPATION SOL SAGE MEDOCAIN,69
RFF - Aquitaine et Poitou-Charentes : Réseau ferré (Gare),dede47a3-e4e4-41bf-b92f-50ef74296e4f,MNT PAS 25M : AQUITAINE,4
LOGOSDIS64 - Pyrénées-Atlantiques: PAI religieux,128d367b-c217-4898-81b7-c1fbf345af23,PATRIMOINE RELIGIEUX,298
SDCI47 - Lot-et-Garonne : Branchements d'irrigation,99222641-4c82-44a6-af38-4b40b9fc6b50,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LOT-ET-GARONNE,3393
DRAAF2 - Nouvelle-Aquitaine : Lycées privés agricoles,9cb9f612-2a72-4dbe-ac1f-e32ff2f823b1,ZONES AGRICOLES DEFAVORISEES - ZAD,194
RFF - Aquitaine et Poitou-Charentes : Réseau ferré (Tunnel),2ea7183c-026d-4e1a-8ced-82a0687dd3bf,MNT PAS 25M : AQUITAINE,4
LOGOSDIS64 - Pyrénées-Atlantiques: PAI hydrographie,6ade3986-af52-4f87-92a4-7a4f50a95af6,HYDROGRAPHIE TERRESTRE,41
RFF - Aquitaine et Poitou-Charentes : Réseau ferré (Pont-route),e53cd7b0-32a1-43e9-9829-dde5649bdb87,MNT PAS 25M : AQUITAINE,4
LOGOSDIS64 - Pyrénées-Atlantiques: Points d'Activités ou d'Intérêts (PAI) sport,87d10d8c-9dda-4a08-9526-9ca0e60c566d,NOMBRE DE POINTS D'ACCES PUBLIC INTERNET PAR COMMUNES,514
ARS - Aquitaine : Etablissements de santé - Réanimation,f678e4af-d8a8-48c7-afa6-20d9cb58cc5b,MNT PAS 25M : AQUITAINE,4
CRALPC - 2296 communes de l’Aquitaine,86e14a1f-b0fe-4a65-ac90-3329e9674ae1,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
DDT_47 - Lot-et-Garonne : PPR Technologiques,c597c3f7-291b-45fc-9a9a-6d0c5e95ef0b,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LOT-ET-GARONNE,3393
SIEPA_LABREDE - SIAEPA de La Brède : Réseau d'eaux usées,b98a0c64-2daa-48e0-86cd-6ca1500e062f,PLU RÉVISÉ DE LA BRÈDE - 33213,2403
CADAUJAC - Commune de Cadaujac : Données isophones,f1ca3a14-445b-4b79-86c3-0cc8c6f31915,COMMUNE,176
LOGOSDIS64 - Pyrénées-Atlantiques: PAI Zones d'habitations,c8dd22e1-e1f1-4310-a4e3-15da0c778bb0,ZONES CROPP EAUX SOUTERRAINES,58
CAUE33 - Gironde : Maison de Gironde,4edefc9d-09e8-4af7-8383-b741dfa021cc,ETALAB : REI 2009 - GIRONDE,3455
ENSAP - PFE - Du coteau jusqu'à l'eau,f011d2bb-ecfe-4b6d-995e-2c352985dd0c,OBSERVATOIRE DU GOUT DE L'EAU,1404
CA_PERIGOURDINE - Communauté d'Agglomération de Périgueux : Réseau haut débit,31979b53-cb76-4fae-a29e-42b958414720,BACKBONE (RESEAU INFORMATIQUE LONGUE DISTANCE DE PLUS HAUT DEBIT),383
LOGOSDIS401 - Landes : Répartition des départs d'incendies de forêt,9c22d4d0-8d22-49ae-aebd-3166c1aed443,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LANDES,3394
BXM - Segments du réseau de chaleur sur Bordeaux Métropole,d44cd3cc-35c2-41cc-98b9-adb9384a889a,ETALAB : CENTRALES THERMIQUES ET RESEAUX DE CHALEUR CONSOMMATION TOTALE D'ENERGIE,3493
Nouvelle-Aquitaine partiel : Conseil en énergie partagée (CEP) - EPCI - Périmètres (surfacique),fr-120066022-jdd-c818d1b9-dd78-4605-8634-733d9514aff1,EPCI : CONTOUR,570
Zones exposées au bruit de la route nationale 11 sur 24 heures (Lden) en Deux-Sèvres,fr-120066022-jdd-12189544-6b5e-4ca7-b348-4d49f3dec441,ZONES CROPP EAUX SOUTERRAINES,58
Prescriptions ponctuelles des PLU numérisés en Corrèze,fr-120066022-jdd-7105ed7e-3f53-4760-903e-5061340f4f84,PLU,237
BXM - Réseau de transports urbains sur Bordeaux Métropole (TBM),a90a4e29-6dee-4b1b-83e9-1c2b1a47c4ad,ETALAB : PRODUCTION D'ENERGIE RENOUVELABLE VALORISATION DE DECHETS URBAINS,3476
BXM - Réseau Tram et bus de La Cub - Couloir de bus,1adb1b56-d79a-4c43-991f-f899b6caf12e,TRANSPORT COLLECTIF : COULOIR BUS,1425
CD64 - Moulins à eau des Pyrénées-Atlantiques,a05dcabf-b808-4d30-8de0-d50675fa5a27,MOULINS,666
BXM - Couloirs de bus	du réseau de transports urbains sur Bordeaux métropole,f4fd3e5e-cf35-49fb-b831-dacbf9af78d9,COULOIRS AVALANCHE,210
PPR LESCUN (Révision) (64DDTM20060009) - Document PPRN sur LESCUN (Révision) (64336), département des Pyrénées-Atlantiques.,fr-120066022-jdd-f9c6aaa8-12ba-480d-9319-979716e9e63c,PPR - ATLAS,211
PPR JURANÇON (64DDTM19970008) - Document PPRN sur la commune de Jurançon (64284), département des Pyrénées-Atlantiques.,fr-120066022-jdd-407b34b4-a853-4cc7-88aa-233fa0e3a904,COMMUNE,176
Zones exposées au bruit de la route départementale 950 à Melle sur 24 heures (Lden) en Deux-Sèvres,fr-120066022-jdd-2fec6772-5a6a-4379-929e-d464cc893d18,ZONES CROPP EAUX SOUTERRAINES,58
Périmètres des pays de la Haute-Vienne,fr-120066022-jdd-750b1f9d-e9d8-4cde-b94c-0fffa6a048d2,PAYS (limite des),181
Zones exposées au bruit de la route départementale 759 à Thouars sur 24 heures (Lden) en Deux-Sèvres,fr-120066022-jdd-563b04aa-fcdc-44cb-b5a9-e077506e5dbf,ZONES CROPP EAUX SOUTERRAINES,58
Nouvelle-Aquitaine : Préfectures et sous-préfectures,fr-120066022-jdd-c1945bdb-c4f4-456e-8403-fecbaba64a00,BD ADRESSE V2.2 : NOUVELLE-AQUITAINE,3745
Assemblage départemental des informations surfaciques des Plans locaux d'urbanisme (PLU) en Creuse.,fr-120066022-jdd-0eaef508-8fca-4cd2-9f02-283725d36e02,PLANS URGENCE,123
PPR MOUGUERRE (64DDTM20050018) - Document PPRN sur MOUGUERRE (64407), département des Pyrénées-Atlantiques.,fr-120066022-jdd-145ead48-fff7-4545-8fce-e0ac00449b1e,PPR - ATLAS,211
BXM - Changements de diamètre du réseau de chaleur sur Bordeaux Métropole,94fdb007-4c95-41b8-bf6f-6d05f48ebbc7,ETALAB : CENTRALES THERMIQUES ET RESEAUX DE CHALEUR CONSOMMATION TOTALE D'ENERGIE,3493
BXM - Données Altimétriques sur Bordeaux Métropole (La Cub) en 2001,37407b49-98c3-4587-9d7b-655dc27c13b0,COUPE RASE 2001,74
PPR AYDIUS (64DDTM19970018) - Document PPRN sur AYDIUS (64085), département des Pyrénées-Atlantiques.,fr-120066022-jdd-ae2a3994-014d-44a9-a790-9cd4794b3c83,PPR - ATLAS,211
PPR BILLERE (64DDTM20050020) - Document PPRN sur BILLERE (64129), département des Pyrénées-Atlantiques.,fr-120066022-jdd-bb84ed3e-6d9a-4007-a8ef-5564ae579b78,PPR - ATLAS,211
Petite région agricole (PRA) en Corrèze,fr-120066022-jdd-c42b3aec-c597-4e5f-8b64-cddb8d9c8827,FORAGE PRIVE AGRICOLE,53
Nouvelle-Aquitaine partiel : Démarche ClimAgri® - Départements - Périmètres (surfacique),fr-120066022-jdd-5a90a78e-ef8e-456b-9c33-474d4ec63759,BD ADRESSE V2.2 : NOUVELLE-AQUITAINE,3745
BXM - Sous-stations du réseau de chaleur sur Bordeaux Métropole,126538c4-a883-4631-a432-a226119c8449,ETALAB : CENTRALES THERMIQUES ET RESEAUX DE CHALEUR CONSOMMATION TOTALE D'ENERGIE,3493
Zonages réglementaires d'un PPRN ou d'un PPRM assiettes de servitudes PM1 dans la Vienne,fr-120066022-jdd-75d1ade1-555b-4d49-a70d-e5b586946666,SERVITUDES REGLEMENTAIRES SUR PATRIMOINE NATUREL ET CULTUREL,240
Cantons électoraux 2013 de la Corrèze,fr-120066022-jdd-9911637e-512d-489f-898a-d9c43f9bd85a,SITES GERES : 2013,3375
PPR LONS (64DDTM20050022) - Document PPRN sur LONS (64348), département des Pyrénées-Atlantiques.,fr-120066022-jdd-e9b9f5f0-5bbb-49d0-b933-ac20fffb895d,PPR - ATLAS,211
Cadastre conchylicole en Charente-Maritime (polyligne),fr-120066022-jdd-4320485c-ae4b-4e47-913f-05062056545b,CADASTRE,79
Aquitaine : TRI de Bordeaux (aléa débordement) - Table listant les cartes de surfaces inondables produites sur un TRI donné, Directive inondation.,fr-120066022-jdd-02d6e8e2-fa90-4165-9e72-200561fe4ba1,MNT PAS 25M : AQUITAINE,4
Zone réglementée du PPRI de la commune d'Antonne et Trigonnant,fr-120066022-jdd-c0319dba-4ea0-40de-9479-a0a493dddfca,ZONE ARBOREE BD TOPO,68
Nouvelle-Aquitaine partiel: Ouvrages Grenelle,fr-120066022-jdd-2846b949-468c-4abd-a254-6273bd87b651,CARTO OUVRAGES - OLORON,3298
Zones exposées au bruit de la route nationale 11 la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-59ba966a-5bfb-4456-a21f-4f9f4cba6b99,ZONES CROPP EAUX SOUTERRAINES,58
CD64 - Pyrénées-Atlantiques : sectorisation des collèges 2012,74b8b975-84cc-480e-83b3-5b48ca04423a,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
BXM - Tronçon élémentaire de parcours du réseau SAEIV Bus de Bordeaux Métropole,4b3232dd-46ca-4055-9e85-b584fe1594ba,PARCOURS DE PECHE EN RIVIERE,524
Zones exposées au bruit de la route départementale 744 à Niort la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-d86a4ddc-d2ae-4968-92d1-5b4811f2a5b9,ZONES CROPP EAUX SOUTERRAINES,58
PPR ACCOUS (64DDTM19970017) - Document PPRN sur ACCOUS (64006), département des Pyrénées-Atlantiques.,fr-120066022-jdd-3baebfd1-5243-458e-a5b7-2186e1139697,PPR - ATLAS,211
Zones exposées au bruit de la route départementale 648 à l'ouest de Niort la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-0ed910b6-e514-4750-b33b-7e73bd127137,ZONES CROPP EAUX SOUTERRAINES,58
PPR MOURENX (64DDTM20080008) - Document PPRN sur MOURENX (64410), département des Pyrénées-Atlantiques.,fr-120066022-jdd-c517f07b-2e5f-4514-baa9-767059f0a991,PPR - ATLAS,211
PPR ASSAT (64DDTM20050009) - Document PPRN sur ASSAT (64067), département des Pyrénées-Atlantiques.,fr-120066022-jdd-02ff553b-6a9f-480d-a3b0-f23fd3721754,PPR - ATLAS,211
Restrictions de circulation routière en Corrèze,fr-120066022-ldd-1ddf95eb-69fb-4cde-b31d-3984e63bbc1e,RESTRICTION CIRCULATION TRANSPORT BOIS COMPLEMENTAIRE ITGG,91
BXM - Données Altimétriques sur Bordeaux Métropole en 2012 (MNT),16828b04-33ae-4aba-bc2c-c17286155a1f,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
Schémas de cohérence territoriale (Scot) en Corrèze,fr-120066022-jdd-ebd2c5b7-423b-4aab-b5d7-5d6ae1802398,UNITE TERRITORIALE ONF,443
ALPC : Tronçons surveillés - SPC Bassin Gironde-Adour-Dordogne et Vienne-Charente-Atlantique (linéaire),fr-120066022-jdd-45d06994-ca2b-46d1-9871-47e301f6b4eb,SOUS BASSIN VERSANT,36
PPR SARRANCE (64DDTM19970024) - Document PPRN sur SARRANCE (64506), département des Pyrénées-Atlantiques.,fr-120066022-jdd-159202e9-1f49-49dd-bca6-a503ba8c0a42,PPR - ATLAS,211
Aquitaine : Schéma des carrières - Carte géologique des failles,fr-120066022-jdd-90cc2004-423b-40b6-825e-21a2fffd45c9,MNT PAS 25M : AQUITAINE,4
Périmètre du PPRN de la commune d'Allas les Mines,fr-120066022-jdd-4d80e337-663f-4ba9-8df0-863a0bf32a67,COMMUNE,176
Aquitaine : TRI du côtier basque (aléa submersion marine) - Zones d’écoulement (zones à vitesses d’écoulement faibles ou imprécisement connues),fr-120066022-jdd-7fa9a6b6-7004-43ec-b149-bf16d92e37e6,MNT PAS 25M : AQUITAINE,4
BXM - Projet d'urbanisme sur le territoire de Bordeaux Métropole,d09e2b06-c991-481b-9370-58314ac657e7,PROJET GRANDES INFRASTRUCTURES (AUTOROUTES,SNCF, GAZ),95
PPR LEES-ATHAS (64DDTM19950002) - Document PPRN sur LEES-ATHAS (64330), département des Pyrénées-Atlantiques.,fr-120066022-jdd-8f13f436-3eb3-4586-ae9d-fef23bbfc73e,PPR - ATLAS,211
Territoires des anciennes communes associées ou fusionnées en Deux-Sèvres,fr-120066022-jdd-064efe1b-af5c-4081-b99c-8cc83229b014,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
Zones exposées au bruit de la route départementale 850 au sud de Niort la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-2b0fc935-0a34-49a8-88ac-80d7ba08c533,ZONES CROPP EAUX SOUTERRAINES,58
Zones exposées au bruit de la route départementale 948 la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-bc23404b-7464-41f3-8e43-afcb176b8b99,ZONES CROPP EAUX SOUTERRAINES,58
Parcelles forestières sous engagement fiscal en Corrèze,fr-120066022-jdd-75f26641-ba34-429c-85da-415cccf2b1d2,SOUS BASSIN VERSANT,36
Aquitaine : Schéma de Cohérence Territoriale (SCoT),fr-120066022-ldd-26832f63-9cfe-4a72-91c7-b1bd4a915961,MNT PAS 25M : AQUITAINE,4
Enjeu surfacique du PPRN de la commune d'Allas les Mines,fr-120066022-jdd-39b2f03b-a686-464b-8faa-6a49048f9c87,COMMUNE,176
Enjeu linéaire du PPRN de la commune d'Allas les Mines,fr-120066022-jdd-4e6235aa-305e-4d85-9ed3-d8f8e6d35606,COMMUNE,176
PPR SERRES-CASTET (64DDTM20050013) - Document PPRN sur SERRES-CASTET (64519), département des Pyrénées-Atlantiques.,fr-120066022-jdd-0ed30506-d346-4945-b422-103a24366ac5,PPR - ATLAS,211
Bd Topo® delegations territoriales de Charente-Maritime 2009,d34532b9-c626-a5d4-7d7b-49d7c1065c7f,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
Cantons au sens de l'INSEE - Pyrénées-Atlantiques,fr-120066022-jdd-1f833dae-791b-4050-bcbc-34efa41c9653,ETALAB : OCCUPATION DU TERRITOIRE cantons littoraux,3495
Secteurs bâtis en 2010 sur les Deux-Sèvres,fr-120066022-jdd-c75a861e-bdbf-4e3a-bdd7-dc8ad6de9d71,SECTEURS PREMIER  ET SECOND APPEL,255
Matrice cadastrale (Fichiers MAJIC) / non bâti,fbfd3479-07c5-1a04-cd5d-cbe5ae382824,PLAN CADASTRAL : FEUILLE CADASTRALE,1797
Matrice cadastrale (Fichiers MAJIC) / propriétaires,0f9774fb-3d8a-8854-41ef-fc9341aa5b5e,PLAN CADASTRAL : FEUILLE CADASTRALE,1797
Bd Topo® secteurs de la Direction des Infrastructures du conseil Général de la Charente-Maritime 2009,24668193-e2c0-8904-e589-9cd0074af430,PROJET GRANDES INFRASTRUCTURES (AUTOROUTES,SNCF, GAZ),95
Périmètre des pays en Corrèze,fr-120066022-jdd-aa97e444-5efe-4090-843a-8bb583ff7aac,PAYS (limite des),181
Enjeu linéaire du PPRI de la commune d'Antonne et Trigonnant,fr-120066022-jdd-b220f466-792f-4416-a264-6515498c3363,COMMUNE,176
Périmètre du PPRN de la commune d'Allas les Mines,fr-120066022-jdd-6aa48ae9-76fb-430f-9c6c-72ab744d885f,COMMUNE,176
Aquitaine : Estimation de l'enveloppe des crues sur le Gave de Pau,fr-120066022-jdd-d0a58335-3de4-4234-b245-b192d612f4c6,MNT PAS 25M : AQUITAINE,4
POINT ADRESSE® IGN issu du RGE 2011,8ea1eb83-cc0f-7c64-75c3-e4d3f398f944,POINT EAU NATUREL,49
Matrice cadastrale (Fichiers MAJIC) / voies et lieux-dit (fantoir),4a46274e-a9b7-42f4-4d31-12cde3d2ba97,VOIES FERREES DES ZONES D ACTIVITES,683
Nouvelle-Aquitaine partiel : Appel à projets LISEA Carbone (2014) - Communes - Périmètres (surfacique),fr-120066022-jdd-af3f77de-afca-427c-8b9e-10e861011a1c,BORNE APPEL ROUTIER,103
Matrice cadastrale (Fichiers MAJIC) /  propriétés divisées en lots,24c278e5-d082-6124-312b-b46f3a1717cf,CHASSE  CLOTUREE,199
Bd Topo® agences territoriales de Charente-Maritime 2009,a56db10d-7409-2584-ada6-0ec009d5d02d,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
Image aérienne 2010,5407c657-92d1-31b4-fd2e-d842aa10ccae,TRAIT DE COTE : 2010 PAR TELEDETECTION SPATIALE,3467
Nouvelle-Aquitaine partiel : Appel à projet (AAP) régional de covoiturage régulier - Pays - Périmètre (surfacique),fr-120066022-jdd-9719c89a-fea0-4fea-bb20-6fb87af42522,PROJET GRANDES INFRASTRUCTURES (AUTOROUTES,SNCF, GAZ),95
PPR URCUIT (64DDTM20050019) - Document PPRN sur URCUIT (64540), département des Pyrénées-Atlantiques.,fr-120066022-jdd-13e9498e-17f4-45ee-80b9-517c9b432736,PPR - ATLAS,211
Nouvelle-Aquitaine : Projets, plans, schémas et programmes soumis à évaluation environnementale (hors cas par cas) - Périmètres (linéaire),fr-120066022-jdd-729a5e6e-d5fd-4424-b141-e0f6a46d5317,EVALUATION ENVIRONNEMENTALE DES SCENARIOS DU PDU : AGGLO PERIGOURDINE,983
Zones de servitude et d'isolement des magasins à poudre et explosifs (AR3) en Charente,fr-120066022-jdd-5d8876a3-6e49-49e5-b58f-aca1fe1dd60c,ZONES CROPP EAUX SOUTERRAINES,58
Schémas de cohérence territoriale dans la Vienne,fr-120066022-jdd-e927b735-bb6e-4e83-9897-96db1493c4ea,L'EADMINISTRATION DANS SITES INTERCOMMUNALITES,463
PPR BORCE (64DDTM20120010) - Document PPRN sur BORCE (64136), département des Pyrénées-Atlantiques.,fr-120066022-jdd-ac893a60-bffc-4941-8a88-83e60d4309c9,PPR - ATLAS,211
Document PPRT sur le département des Deux-Sèvres,fr-120066022-jdd-95c63dd6-101e-47d4-a9b0-960d67d9ddcd,DOCUMENT URBANISME,522
PPR IDRON (64DDTM19970016) - Document PPRN sur la commune de Idron (64269), département des Pyrénées-Atlantiques.,fr-120066022-jdd-409f3a99-671c-43d7-9654-d87a9bed20f5,COMMUNE,176
PPR LOURDIOS-ICHERE (64DDTM19970022) - Document PPRN sur LOURDIOS-ICHERE (64351), département des Pyrénées-Atlantiques.,fr-120066022-jdd-f7c405c0-f721-4dd9-a9a8-d685a21890f2,PPR - ATLAS,211
PPR ABOS (64DDTM20080004) - Document PPRN sur ABOS (64005), département des Pyrénées-Atlantiques.,fr-120066022-jdd-32e7e798-2a84-44a2-83a8-3e4cdcf8410f,PPR - ATLAS,211
Organismes compétents en aménagement de rivières en Charente.,fr-120066022-jdd-80ea4c00-f617-403c-8bda-f87a2ccfc587,PROGRAMME LOCAL DE L HABITAT (DÉPLACEMENTS URBAINS, AMÉNAGEMENT DURABLE),232
PPR UZOS (64DDTM20050017) - Document PPRN sur UZOS (64550), département des Pyrénées-Atlantiques.,fr-120066022-jdd-57966a9d-084f-4570-a487-50fe315ad9e6,PPR - ATLAS,211
CD64 - Unités paysagères,86b809df-dca0-43c0-b120-50fa46999774,WEB_3_2_11_LES ENTITÉS PAYSAGÈRES DU DÉPARTEMENT DE LA DORDOGNE - ETUDE BKM 1998/1999,2289
Stations d'épuration localisées ponctuellement - Département des Pyrénées-Atlantiques,fr-120066022-jdd-e30349b4-b381-474b-a380-e39812bfc139,GESTION DECHETS : REJETS STATIONS D EPURATION (STEP),56
Lot de données sur l'éolien terrestre de la Charente.,fr-120066022-ldd-abf7de1a-afe9-4a5e-80ca-44d1ace7d683,HYDROGRAPHIE TERRESTRE,41
Zone réglementée du PPRI de la vallée du Thouet en Deux-Sèvres,fr-120066022-jdd-99cbe438-70d2-4e9f-b46f-822d8dcdf9f2,ZONE ARBOREE BD TOPO,68
Périmètre des associations agréées de pêche et de protection du milieu aquatique (AAPPMA) de la Corrèze,fr-120066022-jdd-e0b1b5cc-4f52-4683-ad45-80e5510e2885,INSTALLATIONS CLASSEES POUR LA PROTECTION DE L'ENVIRONNEMENT,54
CD64 - Servitudes de passage,e9e1cd78-6e7d-4e1b-91f9-edc7fd978be2,PASSAGE A GUE,107
PPR PONTACQ (64DDTM20020006) - Document PPRN sur PONTACQ (64453), département des Pyrénées-Atlantiques.,fr-120066022-jdd-916d49c7-476d-471b-82dd-2c2d5be3b589,PPR - ATLAS,211
Périmètres des ports approuvés sur le littoral de la Charente-Maritime,fr-120066022-jdd-2f97a697-8bd0-4242-9d0f-d1c198c6daff,OCS DU LITTORAL AQUITAIN : EVOLUTION 2000-2009,71
Zone réglementée du PPRI à l'aval de Niort en Deux-Sèvres,fr-120066022-jdd-70fcafd1-8a54-44d1-8854-35e0be05037d,ZONE ARBOREE BD TOPO,68
