BSD,ID BSD,GeoServer,ID GeoServer
PDIPR (PLAN DEPARTEMENTAL DES INTINERAIRES DE PROMENADE ET DE RANDONNEE),626,CG 64 - Plan Départemental des Itinéraires de Promenade et de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e91
RECENSEMENT POP 1999 PAR AGE,1225,SMEAG -  Gravières: activité en 1999,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7faa
OBSERVATOIRE DU GOUT DE L'EAU,1404,SMEAG -  Points d'accessibilité à l'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fb0
RELATION ENTRE COULOIR BUS ET LIGNE,1508,RTE - Ligne de transport d'électricité HTB,FeatureTypeInfoImpl--61be1724:14b2fb6dc4f:881
RELATION ENTRE CHEMIN ET TRONCON,1509,GIP LITTORAL - OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--31e593a4:138fecfaf42:5a3d
OUVRAGES DE LA BANQUE DU SOUS-SOL,1644,SIAEPA de La Brède - Ouvrages de défense incendie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f32
CARTE COMMUNALE : INFORMATION UTILE LINEAIRE,1876,Commune de Mézin - Information sur la voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-c6a
BASSIN DE DECANTATION/STOCKAGE,2174,CR Aqutaine - Bassin Arcachon 1.5ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae2fc9792:14ca
POS DE JAU DIGNAC ET LOIRAC - 33208,2413,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS DE PRIGNAC EN MÉDOC - 33338,2416,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS RÉVISÉ DE TRESSES - 33535,2429,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
ETALAB : EFFECTIFS ANNUELS TOTAUX ET NON SALARIES - PARTIE 2 SUR 4,2760,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
OCA : SURVEILLANCE DIRECTIVE CADRE SUR L'EAU DU PARAMETRE FAUNE INVERTEBREE BENTHIQUE,2863,SRCE - Passages à faune - sept 2012,FeatureTypeInfoImpl--756c3c78:13afcdc327f:-22ff
OCA : TABLE DE MESURES DE TEMPERATURE,2978,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
RESEAU D'ALIMENTATION EAU INDUSTRIELLE,4248,SIAEP LALINDE - Robinet du réseau d'Alimentation en Eau Potable,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fbf
LIMITES ADMINISTRATIVES DU SMERB DES 2 SEOUNE,4347,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
RESERVATION EN LIGNE SITE WEB OTSI,475,RTE - Ligne de transport d'électricité HTB,FeatureTypeInfoImpl--61be1724:14b2fb6dc4f:881
RELATION ENTRE BATIMENT ET EQUIPEMENT PUBLIC,1510,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
BANQUE DU SOUS SOL : PIEZOMETRE,1616,ERDF - Appareil de coupure sous terrain moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d2e
SUIVI DES METAUX LOURDS : BOUCAU,1660,DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5
SUIVI DES METAUX LOURDS : VAYRES,1663,DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5
LIMITES DES EMPRISES PUBLIQUES FUTURES,1808,Gironde Numerique - Tracé des emprises des NRA-ZO,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dba
CARTE COMMUNALE DE SAINT ANDRÉ ET APPELLES - 33369,2344,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
OCA : RELATIONS ENTRE MOLLUSQUES MARINS ET LES TREMATODES DIGENES,2793,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
OCA : FLUX TROPHIQUES ENTRE HUITRES ET ENVIRONNEMENT - ÎLE AUX OISEAUX,2849,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
OCA : VECTORISATION DES TERRASSES TRACEES,2951,OCA - Projection 2020 du trait de côte,FeatureTypeInfoImpl--526cedd4:143d45a8877:66d2
OCA : ECHOUAGES MAMMIFERES MARINS,2992,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
DICTIONNAIRE : DOMAINE PUBLIC : EMPRISES,3925,PNR LG - Tracés des sorties grand public,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-655a
RESEAU TRAM ET BUS - TRONCON ENTRE DEUX ARRETS,4223,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
TAMPON VISITE RESEAU DE CHALEUR,4274,CDC Sarlat Périgord Noir - Assainissement Tampon,FeatureTypeInfoImpl-21464d69:14ebf34b699:3799
RESEAU GAZ ECHELLE MOYENNE (REM),4301,ERDF - Appareil de coupure aérien moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7cf8
EVALUATION ENVIRONNEMENTALE DU SAGE,4340,SMBV des Lacs du Born - Périmetre du SAGE,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-a39
ENVELOPPES CONTRATS AGRICULTURE DURABLE,1197,Agriculture - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c1082f:-112e
CHEMIN, DESCRIPTION D'UN PARCOURS UNITAIRE D'UNE LIGNE, SENS ET TRAJET UNIQUE,1841,RFF - Description du régime d'exploitation,FeatureTypeInfoImpl--60870653:141bc392aa4:-68f3
DONNEES PLUVIALES (BASSINS, FOSSES, EXUTOIRES…) : ARCACHON,2213,DDTM33 - Bathymétrie Bassin Arcachon,CoverageInfoImpl--362f1b0d:14b78f4c2b9:-7f40
POS DE FARGUES-SAINT-HILAIRE - 33165,2411,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS RÉVISÉ DE SAINT SAUVEUR - 33471,2426,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
DIAGNOSTIC TERRITOIRE POUR CONTRAT ENFANCE JEUNESSE,3668,Pays du Grand Bergeracois - Centres d'Information Jeunesse,FeatureTypeInfoImpl--6dc8b695:14931bae555:-127b
BATHYMETRIE : INVERSION COULEUR EAU,3265,MEDDE - Ortho littorale V2 couleur 2012,CoverageInfoImpl--33872947:13d57644f6f:4228
AIDES FINANCIERES TNT - PARTICULIERS,3891,EHLG - Aides de la PAC sur le Pays Basque en 2013,FeatureTypeInfoImpl-223d3190:15312d010ee:-2782
SEGMENT DU RESEAU DE CHALEUR,4225,Suivi des DU - Comparaison date approbation DU intégré et date SUDOCUH,FeatureTypeInfoImpl-2cbed9d4:152ca1b111b:4d2
HABITAT EQUIPEMENT TRADITIONEL PASTORALISME,313,DIRA : Habitat d'Oloron-Sainte-Marie,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:7786
DEMARCHE EN LIGNE SHOP ET SHAPER,497,RTE - Ligne de transport d'électricité HTB,FeatureTypeInfoImpl--61be1724:14b2fb6dc4f:881
EXPERTISE SUR L'AVENIR DU MASSIF FORESTIER,3347,ONF - Forêts relevant du régime forestier,FeatureTypeInfoImpl--2f77feef:134c1e338be:5417
LITTOTAL : DONNEES ENTOMOLOGIQUES DES PLAGES,3399,GIP Littoral - Plan plages littoral Aquitain,FeatureTypeInfoImpl--64db1a4f:15a947f3880:315b
L'EMPLOI A LA SORTIE DU LYCEE,3416,Suivi des DU - Comparaison date approbation DU intégré et date SUDOCUH,FeatureTypeInfoImpl-2cbed9d4:152ca1b111b:4d2
LES ECOLES, COLLEGES ET LYCEES POUR L'AMBITION, L'INNOVATION ET LA REUSSITE,3441,CC Montesquieu - Arrêts de bus pour les collèges et les lycées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1c
ENSEMBLES IMMOBILIERS DU SECOND DEGRE PUBLIC,3443,SDEE 47 - Armoires de l’éclairage public,FeatureTypeInfoImpl--2c09ce2b:13b94940983:-7617
CARTE AMENAGEMENT FORESTIER DES FORETS DOMANIALES,444,ONF - Forêts relevant du régime forestier,FeatureTypeInfoImpl--2f77feef:134c1e338be:5417
GRANDS PROJETS DU SUD OUEST (GPSO),647,CG 64 - Grands itinéraires de randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e99
CAMERAS DE SURVEILLANCE DE LA POLICE MUNICIPALE,2161,ARS - Surveillance continue (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:ebc
POS DE SAINT VIVIEN DE MÉDOC - 33490,2419,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS RÉVISÉ DE LESPARRE-MÉDOC - 33240,2425,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS RÉVISÉ DE SAINT SULPICE ET CAMEYRAC - 33483,2427,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
POS RÉVISÉ DE SAINT-LAURENT-MÉDOC - 33424,2428,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
OCA : DYNAMIQUE POPULATIONS ET PATHOLOGIES DES PALOURDE,2794,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : EXPERIENCE D'ARRACHAGE DE CLONES DE SPARTINES ANDERNOS,2800,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DRAGAGE ET CLAPAGE DANS L’AXE PIQUEY-ARES,2801,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : NETTOYAGE DES PARCS OSTREICOLES DU BANC DE LA MATELLE,2802,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : LEVES PERIODIQUES DE PROFILS EN TRAVERS 2001,2804,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : FRICHES OBSERVEES LORS DES LEVES DE TERRAIN- DECHETS_DPM,2817,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : PARAMETRES CHIMIQUES DU SEDIMENT - BASSIN D’ARCACHON,2825,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DELIMITATION DU TOIT DE LA ROCHE SAINE,2833,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DUNES AU SUD ET AU NORD DE L'EMBOUCHURE DE L'ADOUR,2838,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : SUIVI NAISSAIN : DIVERSITE ZOOPLANCTONIQUES,2839,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : COORDONNEES DE PROFILS GEOPHYSIQUES,2841,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : ABONDANCE ET REPARTITION DES OISEAUX ET CETACES EN MER,2845,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : SOARC-PRIMEVERE : DIVERSITE METAZOAIRES ZOOPLANCTONIQUES,2850,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : RELEVES DES OUVRAGES DU DOMAINE PUBLIC MARITIME 2003/2006,2851,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DISTRIBUTION DES MATTES A PROXIMITE D'ARES,2854,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : EXTRACTION DE LA BANQUE DE DONNEES DU SOUS-SOL - 28/08/2008,2855,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : EPAISSEUR DES ALTERITES DES FLYSCHS DU CRETACE SUPERIEUR,2856,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : CARTE DES ALLUVIONS RECENTES ISSUE DES PHOTO AERIENNES,2858,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DYNAMIQUE ET PRODUCTION PRIMAIRE DES COMMUNAUTES MICROBIENNES AUTOTROPHES,2873,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : SUIVI BIOLOGIQUE DES HUITRES SAUVAGES ET CULTIVEES - ILE AUX OISEAUX 2007-2008,2877,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : REFERENCES BIBLIOGRAPHIQUES ISSUES DE LA BASE ENDNOTE,2879,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : RELEVES DE CLONES DE SPARTINA ANGLICA, MARITIMA ET CF MARITIMA,2882,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : EXPERIENCE IN SITU DE DEGRADATION DE ZOSTERA NOLTII (2009-2010),2884,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : RAMASSAGE DES MACRO DECHETS FLOTTANT EN MER,2887,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : INVENTAIRE DES POPULATIONS DE SPARTINA ANGLICA 2003/2004,2898,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : TABLE SYNTHETIQUE DES LEVES FAUNISTIQUE - COTES EST ET SUD DOMAINE PUBLIC MARITIME,2902,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : CARTE DES ALTERITES DES MARNO-CALCAIRES A FACIES FLYSCH CRETACES SUPERIEURS,2906,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : DIGITALISATION DES MORPHOLOGIES COTIERES A PARTIR DES CARTES DU SHOM 1882,2909,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : PALEOVALLEES TRACEES DEPUIS L'INTERPRETATION DE LA CARTE BATHYMETRIQUE,2911,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : VECTORISATION DES FACIES LITHOLOGIQUES DE LA CARTE GEOLOGIQUE DE RAZIN (1989) A L'ECHELLE 1/25 000,2922,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : PLIS ET FAILLES OBSERVES SUR LES FALAISES DE LA CORNICHE A URRUGNE,2923,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : NOM DE L'ESPECE DANS LA NOMENCLATURE ZOOLOGIQUE LINEENNE,2936,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : PHOTO-INTERPRETATION DES PHOTOS AERIENNES DE 1957-59,2938,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : VECTORISATION DES COUCHES STRATIGRAPHIQUES DE LA CARTE GEOLOGIQUE DE RAZIN (1989),2944,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : SUIVI DES COMMUNAUTES BENTHIQUES A L'ÎLE AUX OISEAUX 2007/2008,2949,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : HYDRODYNAMIQUE SEDIMENTAIRE - ALTUS SUR HERBIERS DE ZOSTERES A GERMANAN,2956,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : HYDRODYNAMIQUE SEDIMENTAIRE_SERIE TEMPORELLE ALTUS,2961,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : CARTOGRAPHIE DES FOMATIONS MIOCENES ET PLIOCENES BASQUES,2968,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : SUIVI DE LA DYNAMIQUE PARASITES-TREMATODES / COQUE,2970,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : VECTORISATION DES DISCONTINUITES STRUCTURALES DE LA CARTE GEOLOGIQUE DE RAZIN (1989),2972,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : RECHARGEMENT ET RESTAURATION DES PLAGES DU PYLA SUR MER : IMPACT SUR LES PEUPLEMENTS BENTHIQUES,2974,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
OCA : LISTE DE STRATIFICATIONS (DIRECTION ET PENDAGE DES COUCHES) OBSERVEES EN MARS/AVRIL 2006,2977,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
ETALAB : PUISSANCES ELECTRIQUESINSTALLEES POUR LES ENR,3003,CC Montesquieu - Arrêts de bus pour les collèges et les lycées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1c
OCA : PHOTO-INTERPRETATION DES PHOTOS AERIENNES DE 1973-74,3103,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
ETALAB : PUISSANCES ELECTRIQUESINSTALLEES POUR LES ENR INCINERATION DE DECHETS,3527,CC Montesquieu - Arrêts de bus pour les collèges et les lycées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1c
CAHIER DES CHARGES POUR INVENTORIER LES AIRIAUX,3694,CC Montesquieu - Arrêts de bus pour les collèges et les lycées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1c
DIMENSIONS COLLECTEURS RESEAU ASSAINISSEMENT,4088,SIAEP LALINDE - Regard assainissement collectif,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4daf
CARTE DU VIGNOBLE DE BORDEAUX,4335,Suivi des DU - Comparaison date approbation DU intégré et date SUDOCUH,FeatureTypeInfoImpl-2cbed9d4:152ca1b111b:4d2
ST MARTIN DE SEIGNANX (40) : SCHEMA ASSAINISSEMENT COMMUNAL,4489,DGPR - Plan Communal de Sauvegarde (PCS),FeatureTypeInfoImpl--2fa2561a:14fa7e9d44a:-6969
PERIMETRE D'ALERTE OFFICIEL AUTOUR D'INSTALLATIONS CLASSEES SOUMISES A AUTORISATION PREFECTORAL,66,DREAL - Communes soumises au risque Feu de forêt,FeatureTypeInfoImpl--25674c34:158e41464a2:-701
ORGANISATION AIDE MEDICALE URGENTE PERMANENCE DES SOINS,121,ARS - Soins intensifs (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:949
SCHEMA DIRECTEUR D'ENTRETIEN (LIT BERGE),318,Cadaujac - Schéma directeur d'assainissement,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f62
PAPI(Programme d'Action et de Prévention des Innondations),527,SMEAG -  Plan d'action pour les ripisylves,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f96
LES ELEVES DES DISPOSITIFS RELAIS EN COLLEGE,3429,Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba
COMPOSANTE ALTIMETRIQUE DU RGE,3474,Suivi des DU - Comparaison date approbation DU intégré et date SUDOCUH,FeatureTypeInfoImpl-2cbed9d4:152ca1b111b:4d2
MISE A JOUR CONSTATEE SUR SITE WEB INTERCOMMUNALITES,460,DRAC - Plan de sauvegarde et de mise en valeur,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6b
INFRASTRUCTURES COMMUNALES : MAISON DE RETRAITE, PISCINE, MOBILIER PUBLIC …,690,PNR LG - Tracés des sorties grand public,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-655a
MISE A JOUR DES COUCHES BASSES DISTRIBUEES,1115,DRAC - Plan de sauvegarde et de mise en valeur,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6b
DISTRICT (OU CIRCONSCRIPTION) DE BASSIN,1192,DDTM33 - Bathymétrie Bassin Arcachon,CoverageInfoImpl--362f1b0d:14b78f4c2b9:-7f40
DOMAINE PUBLIC MARITIME PORTUAIRE - LIMITES REGLEMENTAIRES,1334,PNR LG - Tracés des sorties grand public,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-655a
SUIVI DES METAUX LOURDS : PAU - LE HAMEAU,1661,DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5
GRANDS PROJETS DU SUD OUEST (GPSO) : SONDAGES GEOTECHNIQUES,1665,CG 64 - Grands itinéraires de randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e99
GRANDS PROJETS DU SUD OUEST (GPSO) : DOC D'URBANISME,1666,CG 64 - Grands itinéraires de randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e99
LIMITES DES EMPRISES FUTURES DU DOMMAINE PUBLIC ROUTIER,1807,PNR LG - Tracés des sorties grand public,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-655a
SUIVI DE LA MISE EN PLACE DES PROTECTIONS ENVIRONNEMENTALES,1901,DRAC - Plan de sauvegarde et de mise en valeur,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6b
SUIVI BATHYMETRIQUE DES PLAGES : ANGLET,1988,GIP Littoral - Plan plages littoral Aquitain,FeatureTypeInfoImpl--64db1a4f:15a947f3880:315b
POP DE 15 ANS ET + NON SCOLARISES,2055,INSEE - Part des chômeurs entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:403d
ETUDE : AMELIORATION APPAREIL CIRCULATOIRE,3579,ERDF - Appareil de coupure aérien moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7cf8
BERGE : SEGMENT DU BASSIN BANDIAT - TRIEUX,3669,DDTM33 - Bathymétrie Bassin Arcachon,CoverageInfoImpl--362f1b0d:14b78f4c2b9:-7f40
BERGE : OUVRAGES DU BASSIN BANDIAT -TRIEUX,3670,SIAEPA de La Brède - Ouvrages de défense incendie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f32
COLLECTEURS ABANDONNES RESEAU ASSAINISSEMENT,4066,CDC Sarlat Périgord Noir - Assainissement Tampon,FeatureTypeInfoImpl-21464d69:14ebf34b699:3799
PERIMETRES DOSSIERS AUTORISATION DU SOL (AOS) ET D'URBANISME,4174,CAUE 33 - Urbanisme dossiers 2000-2012,FeatureTypeInfoImpl-745229db:13cb06a2cc3:-7fe0
PERIMETRES SOLUTIONS COMPENSATOIRES ASSAINISSEMENT,4176,CDC Sarlat Périgord Noir - Assainissement Tabouret,FeatureTypeInfoImpl-21464d69:14ebf34b699:3731
CARROYAGE ALPHANUMERIQUE 2KM : LOT ET GARONNE,850,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
SITE INFORMATION ECONOMIES ENERGIES ET DVPT ENERGIES RENOUVELABLES,1340,Commune de Mézin - Information sur la voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-c6a
BANQUE DU SOUS SOL : PIEZOMETRE-EAU,1617,ERDF - Appareil de coupure sous terrain moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d2e
RIPISYLVE : ESPECES INDESIRABLE DOMINANTE (Pe_l, Pe_p, RFA_l, RFA_p),1694,EPIDOR - Zones à Dominante Humide Dordogne,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-5eaa
BENEFICIAIRES D'ALLOCATIONS DE 2005 A 2007,1954,DDTM40 - Zone de revitalisation rurale 2005,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d84
MORPHODYNAMIQUE - SUIVI VIDEO : BIDART,2008,DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5
MORPHODYNAMIQUE - SUIVI VIDEO : ANGLET,2010,DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5
CARROYAGE ALPHANUMERIQUE 400M : PYRENEES ATLANTIQUES,844,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
CARROYAGE ALPHANUMERIQUE 2KM : PYRENEES ATLANTIQUES,846,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
CARROYAGE ALPHANUMERIQUE 400M : LOT ET GARONNE,851,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
CARTOGRAPHIE ETUDE DE RISQUE SANITAIRE POLLUTION ATMOSPHERIQUE INDUSTRIELLE,4449,DREAL - Communes soumises au risque Feu de forêt,FeatureTypeInfoImpl--25674c34:158e41464a2:-701
LES HANDICAPES DANS LE SECOND DEGRE,3431,PIGMA - Part des 15-24 ans dans la population totale 2009,FeatureTypeInfoImpl-43d64256:13adafc165f:-4dd5
EVOLUTION DES EFFECTIFS DE PREMIER DEGRE,3439,GeoTransfert - Evolution du trait de côte entre 2010 et 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-3b08
ETALAB : PRODUCTION D'ENERGIE RENOUVELABLE VALORISATION DE DECHETS URBAINS,3476,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
ETALAB : PRODUCTION D'ENERGIE RENOUVELABLE ELECTRICITE EOLIENNE,3482,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
ETALAB : PRODUCTION D'ENERGIE PRIMAIRE ELECTRICITE PRIMAIRE NETTE,3492,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
ETALAB : PRODUCTION D'ELECTRICITE NOMBRE CENTRALES THERMIQUES COGENERATION,3496,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
ETALAB : PRODUCTION D'ENERGIE PRIMAIRE THERMIQUE,3503,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
ETALAB : PRODUCTION D'ELECTRICITE PUISSANCE INSTALLEE EOLIEN,3505,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
