Cartogip,ID Cartogip,BSD,ID BSD
exercice_operationnel - Tonneins 8m50,702,EVALUATION QUALITE AIR : TONNEINS,970
pompier - Historique alertes (point),870,CARTOGRAPHIE SIRENES ET ALERTES,4448
exercice_operationnel - Marmande 11m,1112,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
exercice_operationnel - Tonneins 10m50,51,EVALUATION QUALITE AIR : TONNEINS,970
dreal - Aléa Forte Probabilité,512,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
wms_externe - WMS-Raster-Géoportail - Section cadastrale,1752,PLAN CADASTRAL : FEUILLE CADASTRALE,1797
wms_externe - WMS-Raster-Géoportail - Section cadastrale,1757,PLAN CADASTRAL : FEUILLE CADASTRALE,1797
patrimoine_culturel - Archives saisie,219,ARCHIVES 2000 FICHIERS PDF OU ZIP,4451
exercice_operationnel - Marmande 6 m,461,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
exercice_operationnel - Marmande 7 m,568,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
exercice_operationnel - Marmande 8 m,690,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
pompier - Historique alertes (surfacique),869,CARTOGRAPHIE SIRENES ET ALERTES,4448
pompier - Saisie DECI validé par BRE,1247,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
projets_infrastructures - Fermes solaires,540,RESEAUX DES FERMES DE REFERENCE,364
projets_infrastructures - Hypothèse de tracé LGV GPSO,735,GPSO (FUSEAU RETENU DE 1000M),4486
pompier - Sens de propagation 2017,1384,SENS DE FRANCHISSEMENT SECTEUR ESCARPE,567
pompier - Sens de propagation 2017,1407,SENS DE FRANCHISSEMENT SECTEUR ESCARPE,567
pompier - Sens de propagation 2017,1898,SENS DE FRANCHISSEMENT SECTEUR ESCARPE,567
pompier - Signalement suite à intemperie,1962,ZONES INONDEES SUITE TEMPETE XYNTHIA,668
pompier - Moyen infrastructure et logistique,1999,INFRASTRUCTURE DE TRANSPORT DE GAZ NATUREL (TIGF),853
pompier - Moyen infrastructure et logistique,2023,INFRASTRUCTURE DE TRANSPORT DE GAZ NATUREL (TIGF),853
patrimoine_culturel - Musee saisie,218,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
wms_externe - BRGM Géologie 1/1000000,362,CARTE GEOLOGIQUE DE FRANCE AU 1/1000000,1632
pompier - Piste impraticable VLHR,632,FICHE TECHNIQUE DFCI EMPIERREMENT PISTE,3334
exercice_operationnel - PCO Marmande,863,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
projets_infrastructures - LGV - Hypothèse retenue,1338,ETUDE AMENAGEMENT FONCIER LGV,1272
TRI - Hauteur eau - submertion marine moy,1393,TRI - TERRITOIRES A RISQUE IMPORTANT INONDATION,3281
Vues aériennes IGN (dernier millésime),62,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
patrimoine_culturel - Bibliotheque saisie,220,BIBLIOTHEQUE DEPARTEMENTALE DE PRÊT (BDP) : ZONAGE COMMUNES,1888
crise_tempete - Saisie info JOAQUIM,361,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
exercice_operationnel - Marmande 9m50,418,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
crpf - Pinaster : Conservation Pin-Feuillus,1985,NATURA 2000 : ZSC (HABITAT) ZONE SPÉCIALE DE CONSERVATION,221
Aléa technologique - Couche de synthèse,42,OCA : COUCHE DE LOCALISATION DE FORAGES AU PAYS BASQUE - THESE,2864
exercice_operationnel - Marmande 10m50,168,VALIDATION SITE PROXIMITE AUTOMOBILE : MARMANDE,972
reseau_routier - Interruptions de terre-plein central,861,INTERRUPTION TERRE PLEIN CENTRAL AUTOROUTE,616
dreal - Enveloppes synthetiques (faible probabilité de crues),2,ENVELOPPES CONTRATS AGRICULTURE DURABLE,1197
dreal - Enveloppes synthetiques (moyenne probabilité de crues),3,ENVELOPPES CONTRATS AGRICULTURE DURABLE,1197
dreal - Enveloppes synthetiques (faible probabilité de crues),5,ENVELOPPES CONTRATS AGRICULTURE DURABLE,1197
Pyramide SCANEXPRESS légende CLASSIQUE,48,ETALAB : PRODUCTION D'ELECTRICITE THERMIQUE CLASSIQUE,2717
dreal - Enveloppes synthetiques (forte probabilité de crues),317,ENVELOPPES CONTRATS AGRICULTURE DURABLE,1197
wms_externe - Vues aériennes IGN (dernier millésime),1355,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
wms_externe - Vues aériennes IGN (dernier millésime),1522,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
wms_externe - Vues aériennes IGN (dernier millésime),1580,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
calcul_itineraire - Saisie Itinéraire,1625,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
annotations_visionneuses - Autres postIts,764,NOUVELLE-AQUITAINE : PNR ET AUTRES ESPACES PROTEGES,4392
wms_externe - Aléa nucléaire - Couche de synthèse,1202,COUCHE ATTRIBUTAIRE COMPOSANTS THEME FINANCES,4079
indicateurs_conso_fonciere - 2) Densité du tissu de bâtiments,1140,BD TOPO : T. ADMINISTRATIF (VERSION 2),3738
telespazio - Mortalités détectées octobre 2016,1865,DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763
telespazio - Mortalités détectées juin 2016,1756,DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763
telespazio - Probabilité exhaustive octobre 2016,1872,DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763
wms_externe - WMS-Raster-Géoportail - SPOT 2016,1932,DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763
annotations_visionneuses - Saisie personnelle,683,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
politiques_publiques - Relever le défi climatique et énergétique,719,EVALUATION IMPACTS CHGMENT CLIMATIQUE ET PROSPECTIVE,3561
indicateurs_conso_fonciere - Unités foncières,1124,WEB_3_2_12_LES GRANDES UNITÉS NATURELLES DU PÉRIGORD- ETUDE C.A.U.E DORDOGNE,2290
politiques_publiques - Saisie programmes Feder,940,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
wms_externe - Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,1992,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
wms_externe - Dreal-TRI-Hauteur eau Aléa Faible Proba-Subm,1995,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
projets_infrastructures - PPEANP Pessac Mérignac,862,ETUDE PROTECTION ESPACES AGRICOLES NATURELS PERIURBAINS SUR PESSAC ET MERIGNAC,1326
wms_externe - inondations/Remontées de nappe sédimentaires,698,ETUDE : INFLUENCE DU DRAINAGE SUR LA NAPPE DU PILO-QUATERNAIRE,4290
politiques_publiques - Développer les recherches finalisées et valoriser les résultats,715,LES ACTIVITES DE RECHERCHES ET DEVELOPPEMENT DANS LE MONDE,3407
Znieff1,520,ZNIEFF 1,80
Znieff1 mer,526,ZNIEFF 1,80
Znieff2 mer,527,ZNIEFF 2,81
Znieff2,838,ZNIEFF 2,81
telespazio - Z0-Z1 mortalités,13,PAYS DU GRAND BERGERACOIS,808
wms_externe - OSM style Google,20,PAYS DU GRAND BERGERACOIS,808
telespazio - Z0-Z1 mortalités,26,PAYS DU GRAND BERGERACOIS,808
Pyramide SCANEXPRESS légende STANDARD,47,PAYS DU GRAND BERGERACOIS,808
sdis40 - DECI,56,PAYS DU GRAND BERGERACOIS,808
BDParcellaire en L93,63,PAYS DU GRAND BERGERACOIS,808
pompier - Evénements Sdis,114,PAYS DU GRAND BERGERACOIS,808
annotations_visionneuses - Post-it,163,PAYS DU GRAND BERGERACOIS,808
patrimoine_culturel - Bibliothèque,172,PAYS DU GRAND BERGERACOIS,808
pompier - Opérationnel SDIS,175,PAYS DU GRAND BERGERACOIS,808
bdtopo - Végétation,180,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - glacier/neige,189,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - rocher/éboulis,190,PAYS DU GRAND BERGERACOIS,808
wms_externe - Référentiel_SDIS40_07/10/2013,193,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - vigne/verger,195,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - eau libre,202,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - sable/graviers,203,PAYS DU GRAND BERGERACOIS,808
limites_admin - Départements,208,PAYS DU GRAND BERGERACOIS,808
limites_admin - Régions,209,PAYS DU GRAND BERGERACOIS,808
pompier - DECI,230,PAYS DU GRAND BERGERACOIS,808
erp - Erp33 niv1 panel,239,PAYS DU GRAND BERGERACOIS,808
02-03 Mars - Ile de Ré,257,PAYS DU GRAND BERGERACOIS,808
politiques_publiques - ZFU,274,PAYS DU GRAND BERGERACOIS,808
erp - ERP (localisation automatique),285,PAYS DU GRAND BERGERACOIS,808
erp - Bâtiments ERP (localisation manuelle),286,PAYS DU GRAND BERGERACOIS,808
crpf - Fomès/armillaire,293,PAYS DU GRAND BERGERACOIS,808
bdtopo - Aérogare,315,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements complets,322,PAYS DU GRAND BERGERACOIS,808
pompier - Interventions pompiers (<=90jrs),331,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements Inter-Services (SUPPRIMER),334,PAYS DU GRAND BERGERACOIS,808
07 Mars - Noirmoutier,360,PAYS DU GRAND BERGERACOIS,808
Reserves_de_la_biosphere,364,PAYS DU GRAND BERGERACOIS,808
pompier - SDIS47 - Signalements (>30 jours - Archives),371,PAYS DU GRAND BERGERACOIS,808
wms_externe - Aquimap_2154,384,PAYS DU GRAND BERGERACOIS,808
pompier - Interventions pompiers (>90jrs),393,PAYS DU GRAND BERGERACOIS,808
pompier - Helico,401,PAYS DU GRAND BERGERACOIS,808
pompier - Cibles,402,PAYS DU GRAND BERGERACOIS,808
pompier - Crise hébergements,403,PAYS DU GRAND BERGERACOIS,808
pompier - Coupures electricité (libellé),404,PAYS DU GRAND BERGERACOIS,808
indicateurs_conso_fonciere - Cf select dom pub,407,PAYS DU GRAND BERGERACOIS,808
bdtopo - Départementales,412,PAYS DU GRAND BERGERACOIS,808
bdtopo - Gares,415,PAYS DU GRAND BERGERACOIS,808
pompier - Interventions pompiers (<=30jrs),417,PAYS DU GRAND BERGERACOIS,808
projets_infrastructures - Fuseau A65,419,PAYS DU GRAND BERGERACOIS,808
05 Mars - Oléron-La Seudre/Charron,427,PAYS DU GRAND BERGERACOIS,808
exercice_operationnel - Coupures électriques,456,PAYS DU GRAND BERGERACOIS,808
pompier - Evénements (>=30jours),515,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements (>30 jours),516,PAYS DU GRAND BERGERACOIS,808
02-04 Mars - Aiguillon/Rochefort,532,PAYS DU GRAND BERGERACOIS,808
pompier - Numéro REE,537,PAYS DU GRAND BERGERACOIS,808
02-06 Mars - Charron,554,PAYS DU GRAND BERGERACOIS,808
reseau_telecom - TELECOM CCMACS,575,PAYS DU GRAND BERGERACOIS,808
Scan250nb,582,SCAN 50,260
filiere_bois - Postit,608,PAYS DU GRAND BERGERACOIS,808
projets_infrastructures - TIGF GIRLAND relevé besoins 18/09/2011,618,PAYS DU GRAND BERGERACOIS,808
pompier - Buffer utilisateur DECI,619,PAYS DU GRAND BERGERACOIS,808
pompier - SDIS47 - Signalements (<=30jours),623,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - carrière ou décharge,653,PAYS DU GRAND BERGERACOIS,808
pompier - Interventions pompiers (>30jrs),658,PAYS DU GRAND BERGERACOIS,808
exercice_operationnel - Coupures électriques,664,PAYS DU GRAND BERGERACOIS,808
pompier - Colonnes sèches,666,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - broussaille,672,PAYS DU GRAND BERGERACOIS,808
pompier - Saisies,687,PAYS DU GRAND BERGERACOIS,808
bdtopo - Départements,728,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - forêt,738,PAYS DU GRAND BERGERACOIS,808
reseau_telecom - Noeud,771,PAYS DU GRAND BERGERACOIS,808
novaqt - Santé,780,PAYS DU GRAND BERGERACOIS,808
novaqt - Savoirs,781,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements (>30 jours),825,PAYS DU GRAND BERGERACOIS,808
pompier - DECI,848,PAYS DU GRAND BERGERACOIS,808
reseau_routier - Péages,864,PAYS DU GRAND BERGERACOIS,808
wms_externe - BRGM Géologie 1/50.000,880,PAYS DU GRAND BERGERACOIS,808
02 Mars - Anse de l'Aiguillon,894,PAYS DU GRAND BERGERACOIS,808
pompier - Puisards,923,PAYS DU GRAND BERGERACOIS,808
pompier - Réservoirs,925,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements (<=30 jours),941,PAYS DU GRAND BERGERACOIS,808
eau - Postit,954,PAYS DU GRAND BERGERACOIS,808
pompier - Signalements (<=30jours),965,PAYS DU GRAND BERGERACOIS,808
pompier - Demandes REE,974,PAYS DU GRAND BERGERACOIS,808
projets_infrastructures - Rétablissement des fossés,975,PAYS DU GRAND BERGERACOIS,808
sdis - Accès CH,1102,PAYS DU GRAND BERGERACOIS,808
sdis - Cisaillement,1104,PAYS DU GRAND BERGERACOIS,808
sdis - Déviation étape 19,1105,PAYS DU GRAND BERGERACOIS,808
indicateurs_conso_fonciere - Bâtiments et équipements,1126,PAYS DU GRAND BERGERACOIS,808
crpf - CETEF Eclaircie,1151,PAYS DU GRAND BERGERACOIS,808
crpf - CETEF Régénération,1152,PAYS DU GRAND BERGERACOIS,808
crpf - Movapro,1153,PAYS DU GRAND BERGERACOIS,808
crpf - PDM,1154,PAYS DU GRAND BERGERACOIS,808
sentier_randonnee - Randonnée,1175,PAYS DU GRAND BERGERACOIS,808
pompier - Quadrigramme,1181,PAYS DU GRAND BERGERACOIS,808
ocs_bdcarto - marais/tourbière,1182,PAYS DU GRAND BERGERACOIS,808
reseau_telecom - Artères,1192,PAYS DU GRAND BERGERACOIS,808
wms_externe - Fond_GIP_IGN,1241,PAYS DU GRAND BERGERACOIS,808
bdtopo - Autoroutes,1249,PAYS DU GRAND BERGERACOIS,808
wms_externe - Test gwc,1253,PAYS DU GRAND BERGERACOIS,808
Commune_Loi_Montagne,1257,PAYS DU GRAND BERGERACOIS,808
pgsd - Dépôt déconseillé,1304,PAYS DU GRAND BERGERACOIS,808
pgsd - Dépôt déconseillé,1313,PAYS DU GRAND BERGERACOIS,808
sdis40_web_et_Fond_GIP,1324,PAYS DU GRAND BERGERACOIS,808
sdis - Prises eau,1342,PAYS DU GRAND BERGERACOIS,808
crpf - Sylvafaune,1416,PAYS DU GRAND BERGERACOIS,808
telespazio - Z3 mortalités,1420,PAYS DU GRAND BERGERACOIS,808
Référentiel SDIS47 (04/2017),1424,PAYS DU GRAND BERGERACOIS,808
pompier - SDIS24 - Signalements (>90 jours - Archives),1447,PAYS DU GRAND BERGERACOIS,808
Référentiel SDIS40 (10/05/2017),1454,PAYS DU GRAND BERGERACOIS,808
telespazio - Probabilité de mortalité septembre2015,1498,PAYS DU GRAND BERGERACOIS,808
gendarmerie - Gendarmerie,1523,PAYS DU GRAND BERGERACOIS,808
telespazio - Z2 mortalités,1525,PAYS DU GRAND BERGERACOIS,808
pompier - DECI Archive,1529,PAYS DU GRAND BERGERACOIS,808
cub - Arrêts,1552,PAYS DU GRAND BERGERACOIS,808
annuaire - Annuaire GC,1557,PAYS DU GRAND BERGERACOIS,808
wms_externe - Végétation,1560,PAYS DU GRAND BERGERACOIS,808
wms_externe - Bâtiments,1561,PAYS DU GRAND BERGERACOIS,808
crpf - Non renseigné,1582,PAYS DU GRAND BERGERACOIS,808
rff - Gares,1597,PHARE,47
erp - Erp - Bâtiments,1616,PAYS DU GRAND BERGERACOIS,808
rff - Traversées pietonnes,1624,PAYS DU GRAND BERGERACOIS,808
Référentiel SDIS33 (maj 02/05/2017),1634,PAYS DU GRAND BERGERACOIS,808
CarteGCIS33 euro (maj 02/06/2016),1635,PAYS DU GRAND BERGERACOIS,808
admin_express - Départements,1703,PAYS DU GRAND BERGERACOIS,808
admin_express - Régions,1708,PAYS DU GRAND BERGERACOIS,808
admin_express - Départements,1710,PAYS DU GRAND BERGERACOIS,808
wms_externe - SCAN25 Topographique,1742,PAYS DU GRAND BERGERACOIS,808
onf - Chenaies SIVU,1751,PAYS DU GRAND BERGERACOIS,808
onf - DGAEM,1754,DIGUES,44
erp - Bâtiments ERP (localisation manuelle),1790,PAYS DU GRAND BERGERACOIS,808
pompier - Isodistance 420m,1793,PAYS DU GRAND BERGERACOIS,808
pompier - Isodistance 210m,1795,PAYS DU GRAND BERGERACOIS,808
bdtopo - Préfectures,1824,PAYS DU GRAND BERGERACOIS,808
crpf - Placette ICE,1830,PAYS DU GRAND BERGERACOIS,808
ddpp - Hypermarchés,1832,PAYS DU GRAND BERGERACOIS,808
ddpp - Supermarchés,1836,PAYS DU GRAND BERGERACOIS,808
ddpp - Vétérinaires,1850,PAYS DU GRAND BERGERACOIS,808
sidpc - Stations-services,1870,PAYS DU GRAND BERGERACOIS,808
sidpc - APMS,1875,PAYS DU GRAND BERGERACOIS,808
erp - erp47_erpautres_batlocl93,1883,PAYS DU GRAND BERGERACOIS,808
sidpc - APDI/APMS saisies,1887,PAYS DU GRAND BERGERACOIS,808
sidpc - APDI,1888,PAYS DU GRAND BERGERACOIS,808
admin_express - Régions,1905,PAYS DU GRAND BERGERACOIS,808
pompier - ETARE (SDIS 47),1940,PAYS DU GRAND BERGERACOIS,808
pompier - Elevation,1967,PAYS DU GRAND BERGERACOIS,808
pompier - Configuration de la ZI,1970,PAYS DU GRAND BERGERACOIS,808
tmp - test_sn_ligne,1980,PAYS DU GRAND BERGERACOIS,808
pompier - Sinistre,1982,PAYS DU GRAND BERGERACOIS,808
pompier - Annotation,1989,PAYS DU GRAND BERGERACOIS,808
pompier - Sectorisation géographique,1990,PAYS DU GRAND BERGERACOIS,808
pompier - Sectorisation fonctionnelle,2003,PAYS DU GRAND BERGERACOIS,808
wms_externe - Dreal-TRI-Hauteur eau Aléa Moy Proba-Subm,2005,PAYS DU GRAND BERGERACOIS,808
pompier - Configuration de la ZI,2006,PAYS DU GRAND BERGERACOIS,808
pompier - Elevation,2007,PAYS DU GRAND BERGERACOIS,808
pompier - Annotation,2012,PAYS DU GRAND BERGERACOIS,808
pompier - Sectorisation géographique,2014,PAYS DU GRAND BERGERACOIS,808
pompier - Sectorisation fonctionnelle,2019,PAYS DU GRAND BERGERACOIS,808
pompier - Sinistre,2026,PAYS DU GRAND BERGERACOIS,808
civb - Partage Confusion,2048,PAYS DU GRAND BERGERACOIS,808
