GeoServer,ID GeoServer,BSD,ID BSD
Urbanisme - Gironde Habillages ponctuels,FeatureTypeInfoImpl--266e24e3:148591801ab:616a,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Gironde Informations surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:-4f3e,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Gironde Prescriptions linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:-48de,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Gironde Prescriptions ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:-4842,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Landes Habillages linéaires,FeatureTypeInfoImpl--69a2e1b0:1437243c08c:4455,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
Urbanisme - Landes Habillages ponctuels,FeatureTypeInfoImpl--69a2e1b0:14372484f82:-7a7b,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
GIP LITTORAL - OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--31e593a4:138fecfaf42:5a3d,RECENSEMENT AGRICOLE ENTRE 2000 ET 2010,3755
DREAL - Trafic de 2011 à 2015 (ATLANDES),FeatureTypeInfoImpl--236e41c6:14f07334ce2:-7f20,COMPTAGE TRAFIC ROUTIER SUR LA CUB EN 2011,4072
GIP ATGeRi - Surface moyenne annuelle forestière incendiée,FeatureTypeInfoImpl--29686bc1:1502382da06:-3d76,PUISSANCE MOYENNE ANNUELLE DE LA HOULE,1146
Urbanisme - Gironde Habillages surfaciques,FeatureTypeInfoImpl--266e24e3:1485920429f:536d,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Gironde Prescriptions surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:-47ee,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Vue aérienne Noir et Blanc 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4e12,OCA : DIVERSITE PHYTOPLANCTONIQUE - BASSIN D'ARCACHON,2834
SMEAG -  Points de franchissement et objectif 2012,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f9e,NUAGE DE POINTS POUR LE MNT EN 2012,4148
Urbanisme - Landes Habillages surfaciques,FeatureTypeInfoImpl--69a2e1b0:14372484f82:-7a5f,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
Urbanisme - Landes Informations linéaires,FeatureTypeInfoImpl--69a2e1b0:143726857b1:-20e5,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
SRCE - OA Réservoirs de Biodiversité à préserver sous réserve de confirmation de leur intérêt,FeatureTypeInfoImpl-4d80d622:153a8be2757:-5265,SRCE / MILIEUX SOUS TRAMES : BOCAGERS,2645
DDTM40 - Point de prélèvement d'eau pour l'irrigation,FeatureTypeInfoImpl--3ace510b:13b99b4389f:-7ffd,BD TOPO : POINT D'EAU SERVANT A L'AEP,1823
EPIDOR - Zones à Dominante Humide Dordogne,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-5eaa,WEB_5_1_ATLAS DES ZONES INONDABLES DU DÉPARTEMENT DE LA DORDOGNE,2296
Urbanisme - Landes Prescriptions linéaires,FeatureTypeInfoImpl--69a2e1b0:143726857b1:4b42,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
CG47 - Points de rejet des tations d'épuration,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a05,POINTS REJET RESEAU ASSAINISSEMENT MILIEU NATUREL,4191
RFF - LGV Sud Europe Atlantique (Bordeaux-Tours),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d66,PROJET LIGNE GRANDE VITESSE SUD EUROPE ATLANTIQUE (SEA),646
Urbanisme - Landes Informations surfaciques,FeatureTypeInfoImpl--69a2e1b0:143726857b1:-15fd,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
Cadaujac - Schéma directeur d'assainissement,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f62,WEB_6_3_10_PÉRIMÈTRES SCOT DE PÉRIGUEUX ET LIBOURNE - SCHÉMA DIRECTEUR DE BRIVE - ZONES AGGLOMÉRÉES DE PÉRIGUEUX - BERGERAC - BRIVE,2301
CG64 - Stations d'épuration et points de rejet,FeatureTypeInfoImpl--6bab9a9a:14052b4370d:4319,POINTS REJET RESEAU ASSAINISSEMENT MILIEU NATUREL,4191
Urbanisme - Landes Prescriptions ponctuelles,FeatureTypeInfoImpl--69a2e1b0:143726857b1:687e,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
Urbanisme - Landes Prescriptions surfaciques,FeatureTypeInfoImpl--69a2e1b0:143726857b1:68f9,EVOLUTION URBANISME (1990 - 2006) AVEC LE RESEAU ROUTE PRIMAIRE AU NORD DES LANDES DE GASCOGNE,3699
DREAL - Trafic de 2011 à 2015 (Gestionnaires),FeatureTypeInfoImpl--236e41c6:14f07334ce2:-7cab,COMPTAGE TRAFIC ROUTIER SUR LA CUB EN 2011,4072
PIGMA - Emplacement des établissements scolaires du 2nd degré,FeatureTypeInfoImpl--7b1f44fd:143069985a2:-170f,ETABLISSEMENTS SCOLAIRES PUB ET PRI DU 2ND DEGRE - EMPLACEMENT,3258
SRCE - RB Pelouses et prairies de piémont et d'altitude,FeatureTypeInfoImpl--1e4c652c:152fa3a0024:16c1,SRCE / ZONES CENTRALES : MILIEUX OUVERTS PELOUSES ALTITUDES,2679
INSEE - Croissance de la population par commune de 1969 à 2012,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3310,CONSOMMATIONS ELECTRICITE PAR COMMUNE 2012,3707
INSEE - Taux de chômage entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:44ac,SRU : COMMUNES SOUMISES A OBLIGATION ART 55 LOI SRU,1346
SMEAG -  Points d'accessibilité à l'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fb0,DENSITE  DE POPULATION  ET NOMBRE DE POINTS ACCES PUBLIC INTERNET,515
CR Aqutaine - Gisement éolien posé Profondeur < 30 m,FeatureTypeInfoImpl-40b93b40:14ae2b85c52:-1a39,ARTELIA : LOCALISATION DU GISEMENT EOLIEN POSE (A UNE PROFONDEUR INFERIEURE A 30M),3146
IGN ADMIN EXPRESS - Arrondissement départemental,FeatureTypeInfoImpl--64db1a4f:15a93bcfd03:6bdc,NOUVELLE AQUITAINE : SCAN 250® EXPRESS IGN,3889
INSEE - Part des chômeurs entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:41c1,SRU : COMMUNES SOUMISES A OBLIGATION ART 55 LOI SRU,1346
CG 64 - Point de départ des Plans Locaux de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e8f,MISE AU POINT METHODOLOGIE ELABORATION PLANS DE GESTION DE L'EAU MARAIS ESTUAIRE DE LA GIRONDE EXPERIMENTATION MARAIS DE REYSSON,4341
CR Aqutaine - Gisement éolien posé Profondeur 30 à 45 m,FeatureTypeInfoImpl-40b93b40:14ae2db757c:372c,ARTELIA : LOCALISATION DU GISEMENT EOLIEN POSE (A UNE PROFONDEUR INFERIEURE A 30M),3146
DREAL - Réseau de suivi des produits phystosanitaires,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5dd5,STATIONS MESURES QUALITE EAU - RESEAU DE SUIVI DES PRODUITS PHYTOSANITAIRES,716
PIGMA - Emprise au sol des établissements scolaires du 2nd degré - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-5e8f,ETABLISSEMENTS SCOLAIRES PUB ET PRI DU 2ND DEGRE - EMPRISE AU SOL,3257
SDEE 47 - Points lumineux du réseau d’éclairage public,FeatureTypeInfoImpl--2c09ce2b:13b94940983:-741e,NOMBRE DE POINTS D'ACCES PUBLIC INTERNET PAR COMMUNES,514
SIAEP LALINDE - Plaque du réseau d'Alimentation en Eau  Potable,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fc3,LYONNAISE DES EAUX -  HYDRANTS RESEAU EAU POTABLE,4120
SRCE_2014_EF_IT  - Projet LGV GPSO - Priorité 2014-2030,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3c,PARC URBAIN AUSONE-BRUGES  - CONDITIONS DU PROJET,1526
CDC Estuaire - Habitats d'intérêt communautaire de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f00,OCA : INVENTAIRE FAUNE BENTHIQUE HABITATS D'INTERET COMMUNAUTAIRE RECIFS ET GROTTES SOUS-MARINES BASQUE,2990
SMEAG -  Points d'atterissement: priorités et plan d'action,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f9c,DENSITE  DE POPULATION  ET NOMBRE DE POINTS ACCES PUBLIC INTERNET,515
Chef lieu de Canton,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7a86,CANTON,177
CA Cote Basque Adour - Hopitaux et Cliniques,FeatureTypeInfoImpl-2245790e:1419d44a43e:-20da,HOPITAUX,408
CA Cote Basque Adour - Garderie,FeatureTypeInfoImpl-2245790e:1419d44a43e:-65b9,GARDERIE,3184
Cadaujac - Niveau acoustique d’évaluation des routes jour-soirée-nuit > 68 DB,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f7a,ROUTES,3176
Cadaujac - Niveau acoustique d’évaluation nocturne des routes LN,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eea,ROUTES,3176
Cadaujac - Niveau acoustique d’évaluation nocturne des routes > 62 dB,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f22,ROUTES,3176
CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f,CADASTRE,79
CC Montesquieu - Cadastre 2012 - Sections,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-9bd,CADASTRE,79
Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74,PLU,237
CDC Penne d'Agenais - Places,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-4dd3,PLACES,2610
CDC Penne d'Agenais - PLU de St Sylvestre-sur-Lot,FeatureTypeInfoImpl-2245790e:1419dadf6d9:408e,PLU,237
CDC Penne d'Agenais - Voies,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16b7,VOIES,2612
SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e,SAGE,235
SMBV des Lacs du Born - Périmetre du SAGE,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-a39,SAGE,235
Chambre agriculture 33 - Association de développement agricole et rural,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:-45b3,ASSOCIATION,3313
Chambre agriculture 33 - Réseau hydrographie de la PAC,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:6439,HYDROGRAPHIE,3784
Chambre agriculture 64 - Elevages par commune,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dca,COMMUNE,176
CR Aqutaine - Eolien posé - Calcul des potentiels technico-économiques - Polygone,FeatureTypeInfoImpl-40b93b40:14ae40cab4d:-3442,EOLIEN,173
CR Aqutaine - Eolien posé - Calcul des potentiels technico-économiques - Point,FeatureTypeInfoImpl-40b93b40:14ae3fb4fdb:-4961,EOLIEN,173
Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212,COMMUNE,176
Commune de Mézin - Nom des Lieux-dits,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-3866,COMMUNE,176
Commune de Mézin - Plantation à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-3864,COMMUNE,176
Commune de Mézin - Information sur les plantations à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-3862,COMMUNE,176
Commune de Mézin - Schéma Axe catégorie1,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-3860,COMMUNE,176
Commune de Mézin - Voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-385b,VOIRIE,109
CA Cote Basque Adour - Etablissement Handicap Habitat,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64bb,HABITAT,560
CDC Penne d'Agenais - Routes Départementales,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-1741,ROUTES,3176
CG 64 - Routes départementales,FeatureTypeInfoImpl--19dd5131:13b23707cad:-68b6,ROUTES,3176
Commune de Mézin - Schéma Axe catégorie2,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-385d,COMMUNE,176
Commune de Mézin - Information sur la voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-c6a,VOIRIE,109
Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48,COMMUNE,176
Commune de Mézin - Zone AUa du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b41,COMMUNE,176
Commune de Mézin - Zone AUb du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b3c,COMMUNE,176
Commune de Mézin - Zone AUx du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b3a,COMMUNE,176
Commune de Mézin - Zone Nh du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b36,COMMUNE,176
Commune de Mézin - Zone Ua du PLU,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-21a7,COMMUNE,176
Commune de Mézin - Zone Ub du PLU,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-21a3,COMMUNE,176
Commune de Mézin - Zone Ux du PLU,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-2195,COMMUNE,176
Commune de Mézin - Zone Uxi du PLU,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-2193,COMMUNE,176
Commune de Mézin - Zones de glissements,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-218e,COMMUNE,176
PCI vecteur 64 - Commune (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dea,COMMUNE,176
DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e,SCOT,239
DDTM 33 - Périmètres des SCOT,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e86,SCOT,239
DIRA : Flore d'Oloron-Sainte-Marie,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:24ae,FLORE,3306
DIRA : Habitat d'Oloron-Sainte-Marie,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:7786,HABITAT,560
DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00,ZPPAUP,166
DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d,BARRAGES,31
IGN - GeoFLA Commune,FeatureTypeInfoImpl--788790c3:148ad1aec70:-504c,COMMUNE,176
Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049,ETALAB : OCCUPATION DU TERRITOIRE cantons littoraux,3495
Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
Asso Du pin sur la planche - arbres plantés,FeatureTypeInfoImpl--1ff25990:14204a38c0f:36f2,ARBRES,2162
INSEE - Population par départements,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3eff,POPULATION,325
INSEE - Population par EPCI,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3da9,POPULATION,325
IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e,PYLONES,133
Cadastre 33 - Batiments (IGN BDParcellaire),FeatureTypeInfoImpl--2168f1ae:143c012c583:477c,CADASTRE,79
Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b,CADASTRE,79
Cadastre - Localisants (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7518,CADASTRE,79
Cadastre - Sections cadastrales (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-76ba,CADASTRE,79
Cadastre 33 - Sections cadastrales (IGN BDParcellaire),FeatureTypeInfoImpl--2168f1ae:143c012c583:478f,CADASTRE,79
Cadastre - Batiments (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7e3b,CADASTRE,79
IGN - GeoFLA Département,FeatureTypeInfoImpl-42e50cb1:132d98cc15c:-76c4,GEOFLA,378
INSEE - Population par arrondissements,FeatureTypeInfoImpl-48337e3e:150c868ce7e:376d,POPULATION,325
INSEE - Population par cantons,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3b7a,POPULATION,325
EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9,EPCI : CONTOUR,570
Pays du Grand Bergeracois,FeatureTypeInfoImpl--6dc8b695:14931d72594:-5ba6,PAYS DU GRAND BERGERACOIS,808
departements,FeatureTypeInfoImpl--474ece09:133208a1f4e:-7a83,DEPARTEMENTS TRANSFRONTALIERS FRANCAIS,1563
regions,FeatureTypeInfoImpl--474ece09:133208a1f4e:-7a15,PETITES REGIONS NATURELLES,82
PNR LG - Chateaux,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6e94,CHATEAUX,663
SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f,HYDRANTS,372
RTE - Pylones,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3e15,PYLONES,133
SDIS 64 - Hydrants,FeatureTypeInfoImpl-66e41bb3:13f52a192f1:-246f,HYDRANTS,372
SDIS 47 - ERP Salles des Fêtes,FeatureTypeInfoImpl--158b7952:14c4ba4b95f:-5676,SALLES,416
SIBA - Balisage,FeatureTypeInfoImpl--16ec6ada:13673194d60:-6972,BALISAGE,1891
SMEAG - Localisation des digues,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f98,DIGUES,44
SRCE_2014_Co Boisements de feuillus et forêts mixtes,FeatureTypeInfoImpl--1349261:1431092c4c4:6081,FEUILLUS,3310
SRCE - Dalles Atlas,FeatureTypeInfoImpl--4ffbdc12:1532c8efba5:7ed8,ATLAS,258
SRCE - EF Voies ferrées électrifiées,FeatureTypeInfoImpl--1349261:1431092c4c4:6d38,VOIES,2612
SRCE_2014_RB Boisements de feuillus et forêts mixtes,FeatureTypeInfoImpl--1349261:14310b86ff0:-1030,FEUILLUS,3310
TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194,CANALISATIONS,1903
Parcellaire cadastral avec propriétaires,FeatureTypeInfoImpl-4349e99d:137e1492a6d:-7e26,BD PARCELLAIRE,1205
ARS - Chirurgie,FeatureTypeInfoImpl-59b62a1c:15047e2a372:5635,ETABLISSEMENTS DE CHIRURGIE,3337
SIAEPA de Saint-Selve - Compteurs de secteurs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f4c,MSD : SECTEURS,3991
CDC Estuaire - Zones Spéciales de Conservation,FeatureTypeInfoImpl-e2feea2:13cb534693d:-7ec9,PLU : ZONES,1440
ARS - Psychiatrie,FeatureTypeInfoImpl-29107397:1504b94e0ea:39e2,ETABLISSEMENTS AVEC PSYCHIATRIE,3587
ARS - Urgences,FeatureTypeInfoImpl-29107397:1504be48c1c:70e0,ETABLISSEMENTS AVEC URGENCES,3340
AURBA - Bâtiments des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f93,PLU : ZONES,1440
DDTM33 - Bathymétrie passes Arcachon - 2014,CoverageInfoImpl-2ef72339:14a33bfe4fe:4d75,PLU ARCACHON,2200
DDTM33 - Bathymétrie passes Arcachon - 2016,CoverageInfoImpl--25674c34:159830b51fa:47b,PLU ARCACHON,2200
Cadaujac - Zones AOC,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f18,PLU : ZONES,1440
secteurs de collecte des déchets,FeatureTypeInfoImpl-3e62bdca:1516209d235:-4b19,MSD : SECTEURS,3991
CC Montesquieu - Zones d'activités,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1e,PLU : ZONES,1440
CDC Piémont Oloronais - Repérage Général Zonage,FeatureTypeInfoImpl-2245790e:1419d048044:179,PPR - ZONAGE,212
CDC Piémont Oloronais - PLU Goes,FeatureTypeInfoImpl--79440f42:138767bc643:-7d94,PLU GOES,2082
GIP ATGeRi - OCS 2009 - Simplifié,FeatureTypeInfoImpl--bc07016:1571eedbeb4:9f,PAYS DU GRAND BERGERACOIS - 2009,3791
CE24 - entreprises des zones activités,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4cc6,PLU : ZONES,1440
IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864,ESTOMPAGE 1/25 000,5
CG33 - Occupation du Sol en Gironde,FeatureTypeInfoImpl--47b66809:1336ecb0c7e:-7f13,OCCUPATION SOL,543
RTE - Support du réseau de transport électrique aérien,FeatureTypeInfoImpl--61be1724:14b3003c04e:-35dc,PAI : TRANSPORT,3215
RTE - Support du réseau de transport électrique aérien - Av Numéro,FeatureTypeInfoImpl--61be1724:14b3003c04e:-359e,PAI : TRANSPORT,3215
Secteurs de collecte des déchets - 2017,FeatureTypeInfoImpl-365a62ac:1588cc3d0e0:704e,MSD : SECTEURS,3991
CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4,PSG CONTOUR,184
ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290,ASA DFCI,182
AURBA - Contours des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f8f,PLU : ZONES,1440
CE24 - Zones Activités Economiques,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4c70,PLU : ZONES,1440
DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b,OCCUPATION SOL,543
Dreal-TRI-Enjeu Réseaux de transport,FeatureTypeInfoImpl-19cebcef:14d2d8b462a:-c8,PAI : TRANSPORT,3215
Asso Du pin sur la planche - axe de plantation,FeatureTypeInfoImpl--1ff25990:14204a38c0f:370c,PLU : PLANCHE,1438
Asso Du pin sur la planche - emprise axe de 20m,FeatureTypeInfoImpl--1ff25990:14204a38c0f:3731,PLU : PLANCHE,1438
EPIDOR - Zones à Dominante Humide (Limousin),FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-5a10,PLU : ZONES,1440
GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef,CONTOURS DES PAYS DES PYRENEES,569
GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62,BASSINS VERSANTS,35
GIP ATGeRi - OCS 2009 Extension 24 - Bêta,FeatureTypeInfoImpl--5f51174f:1530f025739:bdf,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 Extension 33 - Bêta,FeatureTypeInfoImpl--5f51174f:1530f0574d1:-323f,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 Extension 40 - Bêta,FeatureTypeInfoImpl-3a9bdd1e:14fff9d0b16:3e3f,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 Extension 47 - Bêta,FeatureTypeInfoImpl--22d246a4:1523118375a:602f,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 Extension 64 - Bêta,FeatureTypeInfoImpl-3a9bdd1e:14fff8b08c9:5ae0,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP ATGeRi - OCS 2009 - Petite échelle,CoverageInfoImpl--bc07016:1571ed9a7e4:-2946,PAYS DU GRAND BERGERACOIS - 2009,3791
GIP LITTORAL - OCS grande échelle 2009,FeatureTypeInfoImpl--31e593a4:138fecfaf42:-73d9,PAYS DU GRAND BERGERACOIS - 2009,3791
RFF - Electrification,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d72,RESEAU FERRE - ELECTRIFICATION (RGI),722
IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99,LIMITES DES ARRONDISSEMENTS DES DOM,1734
IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95,ETALAB : OCCUPATION DU TERRITOIRE cantons littoraux,3495
IGN - BDOrtho 40cm 2009,CoverageInfoImpl--69a27b9e:1574cb3ee78:3c83,PAYS DU GRAND BERGERACOIS - 2009,3791
Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7,PAYS DU GRAND BERGERACOIS - 2009,3791
PNRLG - Assiettes de Pays,FeatureTypeInfoImpl--4257e7f7:1529d548daa:53de,PNRLG - OCS,3876
PNRLG - Balades et randonnées,FeatureTypeInfoImpl--39f1150e:1526889326c:a38,PNRLG - OCS,3876
PNRLG - Contour du parc 2000/2012,FeatureTypeInfoImpl--15153562:135aad313b6:-44ad,PNRLG - OCS,3876
PNRLG - Contour du parc 2014/2026,FeatureTypeInfoImpl-4dd55405:1440151d781:1704,PNRLG - OCS,3876
PNRLG - Hébergements ecotouristiques,FeatureTypeInfoImpl--4257e7f7:1529da5a56d:-4d06,PNRLG - OCS,3876
PNRLG - Œuvres de la forêt d’art contemporain,FeatureTypeInfoImpl--39f1150e:152697fae62:508c,PNRLG - OCS,3876
PNRLG - Office de tourisme,FeatureTypeInfoImpl--4257e7f7:1529d86437b:-36da,PNRLG - OCS,3876
PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5,PNRLG - OCS,3876
PNRLG - Ferme du Grand Lartigue,FeatureTypeInfoImpl--4257e7f7:1529dc778d0:1d4,PNRLG - OCS,3876
PNRLG - Sites de découvertes,FeatureTypeInfoImpl--39f1150e:152690b3e5b:338e,PNRLG - OCS,3876
PNRLG - La Leyre navigable,FeatureTypeInfoImpl--39f1150e:152697fae62:44e5,PNRLG - OCS,3876
PNRLG - Vues Remarquables,FeatureTypeInfoImpl--15d29641:1526500bb61:-3092,PNRLG - OCS,3876
PIGMA - Terrain de sport - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-4bed,PAI : SPORT,3214
RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a,EQUIPEMENT TRANSPORT (GARE SNCF, GARE ROUTIERE…),96
SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56,PLU : ZONES,1440
APRN - Chydro,FeatureTypeInfoImpl--3e77d70f:141987e3e5e:-1570,PLANTE RENOUEE DU JAPON : CHYDRO,3177
DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96,PATRIMOINE FONCIER,208
